user_id,mid,tag,timestamp
62,2539,Adam Sandler,1525554900
62,2539,family,1525554919
62,2539,sweet,1525554922
62,4836,British gangster,1532723304
62,4836,confusing,1532723364
62,4836,daniel craig,1532723305
62,4836,Exquisite plotting.,1532723355
62,4836,organized crime,1532723369
62,4836,stylish,1532723356
62,4836,Tom Hardy,1532723359
62,4935,anime,1525869041
62,4935,fantasy world,1525869051
62,4935,Hayao Miyazaki,1525869046
62,4935,Studio Ghibli,1525869044
474,4935,06 Oscar Nominated Best Movie - Animation,1145451856
474,4935,In Netflix queue,1137201531
62,1495,David Thewlis,1525554605
62,1495,Eva Green,1525554550
62,1495,Liam Neeson,1525554577
62,1495,Orlando Bloom,1525554511
62,9738,Chris Evans,1525554141
62,9738,comic book,1525554003
62,9738,heroine in tight suit,1525554138
62,9738,Jessica Alba,1525554127
62,9738,sexy female scientist,1525554144
62,9738,superhero,1525553977
62,3933,gothic,1530310527
62,3933,helena bonham carter,1530310534
62,3933,Johnny Depp,1530310529
62,3933,Tim Burton,1530310526
62,3933,visually appealing,1530310541
336,3933,animation,1139047294
474,3933,06 Oscar Nominated Best Movie - Animation,1139059938
62,5236,black comedy,1532723380
62,5236,clever,1532723403
62,5236,fast-paced dialogue,1532723406
62,5236,good dialogue,1532723428
62,5236,Robert Downey Jr.,1532723408
62,5236,witty,1532723402
474,5236,In Netflix queue,1137179624
62,591,adventure,1525637064
62,591,Audrey Tautou,1525637075
62,591,conspiracy theory,1525637062
62,591,Mystery,1525637081
62,591,Paris,1525637079
62,591,Tom Hanks,1525637067
62,591,treasure hunt,1525637084
62,1164,Brad Pitt,1525554217
62,1164,cate blanchett,1525554227
62,1164,multiple storylines,1525554215
62,1164,social commentary,1525554246
62,1593,Ben Stiller,1525554254
62,1593,Robin Williams,1525554255
62,1262,emma thompson,1536874692
62,1262,Maggie Gyllenhaal,1536874655
62,1262,modern fantasy,1536874658
62,1262,romance,1536874651
62,1262,surreal,1536874662
62,1262,Will Ferrell,1536874653
62,9726,Marion Cotillard,1526582371
62,1372,Africa,1536874706
62,1372,corruption,1536874704
62,1372,Jennifer Connelly,1536874701
62,1372,justice,1536874709
62,1372,Leonardo DiCaprio,1536874698
62,1979,bad acting,1525554797
62,1979,bad jokes,1525554811
62,1979,bad plot,1525554822
62,1979,Chris Evans,1525554807
62,1979,Jessica Alba,1525554794
62,1979,Marvel,1525554792
62,1979,sexy female scientist,1525554813
62,8390,Rachel Weisz,1528909364
62,8390,Ryan Reynolds,1528909347
62,2454,fantasy,1525637507
62,2454,lion,1525637517
62,2454,narnia,1525637508
62,2454,Tilda Swinton,1525637603
62,8960,bad script,1525554116
62,8960,Charlize Theron,1525554121
62,8960,Will Smith,1525554107
62,11665,Anne Hathaway,1527004240
62,11665,Steve Carell,1527004238
62,10189,comedy,1528934218
62,10189,James Franco,1528934214
62,10189,Seth Rogen,1528934216
62,10189,Stoner Movie,1528934219
62,8966,audience intelligence underestimated,1528934237
62,8966,boring,1528934241
62,8966,chick flick,1528934247
62,8966,overrated,1528934240
62,8966,Teen movie,1528934233
62,21755,Adrien Brody,1527274305
62,21755,con artists,1527274320
62,21755,funny,1527274322
62,21755,interesting characters,1527274324
62,21755,Mark Ruffalo,1527274316
62,21755,Rachel Weisz,1527274311
62,19908,Bill Murray,1529777198
62,19908,dark comedy,1529777189
62,19908,Emma Stone,1529777192
62,19908,funny,1529777194
62,19908,Jesse Eisenberg,1529777186
62,19908,Woody Harrelson,1529777129
62,44912,audience intelligence underestimated,1525555172
62,44912,CGI,1525555168
62,44912,cheesy,1525555170
62,44912,comic book,1525555164
62,44912,DC,1525555176
62,44912,DC Comics,1525555184
62,44912,Ryan Reynolds,1525555162
62,44912,space,1525555182
62,44912,superhero,1525555181
62,50544,comedy,1525554879
62,50544,funny,1525554868
62,50544,happy ending,1525554872
62,50544,HOT actress,1525554880
62,50544,Justin Timberlake,1525554873
62,50544,Mila Kunis,1525554861
62,50544,New York City,1525554866
62,50544,romance,1525554883
62,50544,sex,1525554864
62,82675,Istanbul,1529611262
62,82675,Liam Neeson,1529611250
62,82675,predictable,1529611266
62,82675,Turkey,1529611256
62,82675,unnecessary sequel,1529611269
62,68718,action,1526078792
62,68718,Christoph Waltz,1526078766
62,68718,funny,1526078778
62,68718,good soundtrack,1526078785
62,68718,Great performances,1526078768
62,68718,Humour,1526078787
62,68718,Leonardo DiCaprio,1526078762
62,68718,Quentin Tarantino,1526078760
62,68718,Samuel L. Jackson,1526078763
62,68718,Soundtrack,1526078781
62,68718,western,1526078773
537,68718,Soundtrack,1424140415
62,49521,Amy Adams,1525555328
62,49521,superhero,1525555319
62,212716,daniel radcliffe,1528843968
62,212716,zoe kazan,1528843965
62,109443,comedy,1528935011
62,109443,Steve Carell,1528935000
62,109443,stupid but funny,1528935013
62,109443,will ferrell,1528935002
62,157350,anti-intellectual,1525554841
62,157350,bad writing,1525554835
62,157350,dystopia,1525554830
62,157350,new society,1525554832
62,157350,plot holes,1525554845
62,157350,predictable,1525554847
62,157350,scifi,1525554839
62,157350,unintelligent,1525554843
62,188161,Charlize Theron,1530471420
62,188161,Liam Neeson,1530471434
62,188161,Seth MacFarlane,1530471419
62,188161,witty,1530471417
62,198663,action,1525554460
62,198663,dystopia,1525554450
62,198663,plot holes,1525554454
62,198663,post-apocalyptic,1525554458
62,198663,survival,1525554456
62,198663,thriller,1525554471
62,198663,unexplained,1525554473
62,198663,weak plot,1525554463
62,245891,dark hero,1528152251
62,245891,gun-fu,1528152257
62,245891,Keanu Reeves,1528152244
62,245891,Revenge,1528152241
62,245891,secret society,1528152258
62,245891,stylish,1528152247
119,245891,action,1437763143
119,245891,killer,1437763143
119,245891,widows/widowers,1437763143
62,265195,black comedy,1528152849
62,265195,dark comedy,1528152859
62,265195,dark humor,1528152847
62,265195,ironic,1528152854
62,265195,multiple short stories,1528152862
62,265195,short stories,1528152852
62,299536,comic book,1526029023
62,299536,Dr. Strange,1526029001
62,299536,Great villain,1526029025
62,299536,Guardians of the Galaxy,1526029015
62,299536,Marvel,1526028997
62,299536,MCU,1526028983
62,299536,Robert Downey Jr.,1526028991
62,299536,Thanos,1526028985
62,299536,Thor,1526029010
62,299536,Visually stunning,1526028994
567,299536,Dark,1525282411
567,299536,emotional,1525282392
567,299536,Sad,1525282400
567,299536,Visually appealing,1525282405
567,299536,Visually stunning,1525282403
62,273248,characters,1526078910
62,273248,Dialogue,1526078902
62,273248,humor,1526078901
62,273248,Kurt Russell,1526078886
62,273248,Quentin Tarantino,1526078877
62,273248,Samuel L. Jackson,1526078883
62,273248,tension building,1526078880
62,273248,violent,1526078912
62,273248,Western,1526078899
62,131634,dystopia,1525637480
62,131634,Jennifer Lawrence,1525637484
62,131634,love story,1525637487
62,131634,nonsense,1525637488
62,131634,politics,1525637499
62,131634,rebellion,1525637483
62,131634,revolution,1525637481
62,238615,Ben Kingsley,1530471365
62,238615,ethics,1530471346
62,238615,immortality,1530471343
62,238615,ryan reynolds,1530471352
62,297761,Bad story,1525555090
62,297761,Bad writing,1525555084
62,297761,Batman,1525555077
62,297761,Ben Affleck,1525555106
62,297761,comic book,1525555092
62,297761,dc comics,1525555080
62,297761,good soundtrack,1525555089
62,297761,Harley Quinn,1525555079
62,297761,Harley Quinn's ass,1525555094
62,297761,Horrible directing,1525555099
62,297761,Jared Leto,1525555072
62,297761,Joker,1525555074
62,297761,lack of plot,1525555069
62,297761,Margot Robbie,1525555073
62,297761,Poor story,1525555087
62,297761,poorly paced,1525555083
62,297761,superhero,1525555103
62,297761,visually appealing,1525555109
62,297761,Will Smith,1525555076
62,209112,action,1525555242
62,209112,batman,1525555211
62,209112,ben affleck,1525555223
62,209112,dark,1525555227
62,209112,dc comics,1525555225
62,209112,Gal Gadot,1525555240
62,209112,superhero,1525555243
62,209112,superman,1525555213
62,209112,wonderwoman,1525555233
62,281957,leonardo DiCarpio,1526079025
62,281957,survival,1526079019
62,281957,tom hardy,1526079029
62,281957,visually appealing,1526079038
567,281957,cinematography,1525287409
567,281957,visually appealing,1525287413
567,281957,Visually Striking,1525287426
62,334533,building a family,1526076353
62,334533,creative,1526076341
62,334533,freedom,1526076339
62,334533,good writing,1526076350
62,334533,individualism,1526076344
62,334533,Viggo Mortensen,1526076342
62,324552,action,1528152295
62,324552,dark hero,1528152291
62,324552,gun tactics,1528152287
62,324552,hitman,1528152293
62,324552,Keanu Reeves,1528152284
62,324552,organized crime,1528152289
62,324552,secret society,1528152282
610,324552,Heroic Bloodshed,1493844270
62,374430,Dystopia,1525637341
62,374430,future,1525637343
62,374430,interesting,1525637346
62,374430,jon hamm,1525637384
62,374430,thought provoking,1525637344
62,353486,Action,1528934538
62,353486,Comedy,1528934534
62,353486,Dwayne Johnson,1528934540
62,353486,funny,1528934536
62,445571,Comedy,1526244689
62,445571,funny,1526244688
62,445571,Rachel McAdams,1526244709
62,338970,adventure,1528024900
62,338970,Alicia Vikander,1528024914
62,338970,video game adaptation,1528024898
62,383498,Josh Brolin,1527274096
62,383498,Ryan Reynolds,1527274092
62,383498,sarcasm,1527274090
62,348350,Emilia Clarke,1528934560
62,348350,star wars,1528934552
63,11,classic,1443199698
63,11,space action,1443199710
76,11,action,1439165594
76,11,sci-fi,1439165588
103,11,EPIC,1431954312
103,11,great soundtrack,1431954337
112,11,classic sci-fi,1442535682
112,11,engrossing adventure,1442535673
112,11,EPIC,1442535666
119,11,classic,1435942530
119,11,Nerd,1435942520
193,11,classic sci-fi,1435856940
193,11,space action,1435856955
193,11,space epic,1435856950
205,11,oldie but goodie,1519899101
205,11,sci-fi,1519899078
205,11,Star Wars,1519899108
341,11,ROBOTS AND ANDROIDS,1439750956
341,11,space,1439750961
424,11,classic sci-fi,1457900772
424,11,sci-fi,1457900766
424,11,space adventure,1457900770
424,11,Star Wars,1457900775
474,11,darth vader,1137206494
474,11,luke skywalker,1137206496
474,11,space opera,1137206504
103,680,good dialogue,1431954555
103,680,great soundtrack,1431954555
103,680,non-linear,1431954555
424,680,cult film,1457844546
424,680,drugs,1457844550
424,680,Quentin Tarantino,1457844541
424,680,Tarantino,1457844557
474,680,hit men,1137205001
599,680,1990s,1498456537
599,680,achronological,1498456475
599,680,action,1498456356
599,680,action packed,1498456535
599,680,aggressive,1498456533
599,680,amazing,1498456678
599,680,amazing dialogues,1498456473
599,680,anthology,1498456531
599,680,assassin,1498456382
599,680,atmospheric,1498456376
599,680,AWESOME,1498456559
599,680,bad ass,1498456471
599,680,bad language,1498456469
599,680,bad-ass,1498456676
599,680,bible,1498456675
599,680,biblical references,1498456529
599,680,big boys with guns,1498456673
599,680,big name actors,1498456671
599,680,Black comedy,1498456350
599,680,black humor,1498456481
599,680,black humour,1498456670
599,680,blood,1498456448
599,680,blood splatters,1498456467
599,680,bloody,1498456431
599,680,bruce willis,1498456352
599,680,brutality,1498456543
599,680,casual violence,1498456669
599,680,character development,1498456527
599,680,characters,1498456466
599,680,classic,1498456360
599,680,classic movie,1498456667
599,680,coke,1498456666
599,680,comedy,1498456378
599,680,conversation,1498456524
599,680,cool,1498456405
599,680,cool style,1498456664
599,680,crime,1498456353
599,680,crime scene scrubbing,1498456663
599,680,cult,1498456391
599,680,cult classic,1498456522
599,680,cult film,1498456345
599,680,dance,1498456661
599,680,dancing,1498456464
599,680,dark,1498456404
599,680,dark comedy,1498456339
599,680,dark humor,1498456385
599,680,dialogue,1498456395
599,680,different,1498456660
599,680,diner,1498456658
599,680,disjointed timeline,1498456444
599,680,disturbing,1498456521
599,680,drama,1498456561
599,680,drug overdose,1498456656
599,680,drugs,1498456348
599,680,drugs & music,1498456655
599,680,ensemble cast,1498456419
599,680,entertaining,1498456519
599,680,entirely dialogue,1498456429
599,680,episodic,1498456517
599,680,exciting,1498456427
599,680,fast paced,1498456436
599,680,fast-paced,1498456515
599,680,film noir,1498456653
599,680,film-noir,1498456622
599,680,foul language,1498456686
599,680,fun,1498456421
599,680,funny,1498456383
599,680,gangster,1498456389
599,680,gangsters,1498456406
599,680,genius,1498456589
599,680,golden watch,1498456513
599,680,good dialogue,1498456372
599,680,good music,1498456396
599,680,gore,1498456511
599,680,great acting,1498456509
599,680,great dialogue,1498456402
599,680,great soundtrack,1498456380
599,680,gritty,1498456426
599,680,guns,1498456450
599,680,Harvey Keitel,1498456684
599,680,heroin,1498456483
599,680,Highly quotable,1498456400
599,680,hit men,1498456412
599,680,hitman,1498456505
599,680,homosexuality,1498456562
599,680,humour,1498456564
599,680,iconic,1498456488
599,680,imdb top 250,1498456388
599,680,innovative,1498456490
599,680,intellectual,1498456565
599,680,intelligent,1498456462
599,680,intense,1498456411
599,680,interesting,1498456541
599,680,intertwining storylines,1498456460
599,680,interwoven storylines,1498456567
599,680,ironic,1498456491
599,680,irony,1498456458
599,680,John Travolta,1498456374
599,680,killer-as-protagonist,1498456494
599,680,los angeles,1498456569
599,680,Mafia,1498456414
599,680,masterpiece,1498456371
599,680,meaningless violence,1498456571
599,680,milkshake,1498456572
599,680,mobster,1498456574
599,680,mobsters,1498456575
599,680,monologue,1498456577
599,680,motherfucker,1498456497
599,680,multiple stories,1498456498
599,680,multiple storylines,1498456343
599,680,neo-noir,1498456486
599,680,noir,1498456408
599,680,non-linear,1498456367
599,680,non-linear timeline,1498456578
599,680,nonlinear,1498456341
599,680,nonlinear narrative,1498456457
599,680,nonlinear storyline,1498456580
599,680,nonlinear timeline,1498456581
599,680,notable soundtrack,1498456393
599,680,offensive,1498456583
599,680,organised crime,1498456585
599,680,organized crime,1498456363
599,680,original,1498456479
599,680,original plot,1498456455
599,680,out of order,1498456586
599,680,Palme d'Or,1498456690
599,680,parody,1498456591
599,680,philosophical,1498456500
599,680,pop culture references,1498456478
599,680,psychological,1498456593
599,680,pulp,1498456484
599,680,Quentin Tarantino,1498456338
599,680,quirky,1498456364
599,680,Quotable,1498456446
599,680,r:disturbing violent content including rape,1498456502
599,680,r:disturbing violent images,1498456595
599,680,r:graphic sexuality,1498456597
599,680,r:some violence,1498456599
599,680,r:strong bloody violence,1498456601
599,680,r:strong language,1498456452
599,680,r:sustained strong stylized violence,1498456603
599,680,r:violence,1498456424
599,680,random,1498456503
599,680,rape,1498456417
599,680,retro,1498456442
599,680,Roger Avary,1498456682
599,680,royal with cheese,1498456610
599,680,Samuel L. Jackson,1498456342
599,680,sarcasm,1498456612
599,680,satire,1498456614
599,680,sexy,1498456615
599,680,smart writing,1498456617
599,680,sophisticated,1498456618
599,680,soundtrack,1498456439
599,680,splatter,1498456620
599,680,Steve Buscemi,1498456694
599,680,storytelling,1498456375
599,680,stylish,1498456398
599,680,stylized,1498456354
599,680,suspense,1498456680
599,680,Tarantino,1498456358
599,680,thought-provoking,1498456638
599,680,thriller,1498456415
599,680,travolta,1498456539
599,680,twist ending,1498456639
599,680,Uma Thurman,1498456370
599,680,unique,1498456641
599,680,unpredictable,1498456476
599,680,unusual,1498456642
599,680,very funny,1498456434
599,680,violence,1498456347
599,680,violent,1498456366
599,680,witty,1498456437
106,671,Everything you want is here,1467566944
184,671,alan rickman,1537094576
184,671,harry potter,1537094544
184,671,humorous,1537094550
184,671,Magic,1537094530
474,671,Magic,1137205893
474,671,Wizards,1137205893
106,57158,adventure,1467566979
424,57158,fantasy,1457901210
424,57158,Tolkien,1457901214
424,57158,too long,1457901201
119,49519,animation,1436563067
119,49519,funny,1436563067
119,49519,stone age,1436563067
119,177572,animation,1435944890
119,177572,kids,1435944890
119,177572,robots,1435944890
177,177572,feel-good,1435523876
177,177572,fun family movie,1435523876
177,177572,very funny,1435523876
119,260346,action,1438439306
119,260346,murder,1438439306
119,260346,police,1438439306
125,9922,Kevin Costner,1474483317
125,9922,Post apocalyptic,1474483320
125,10029,dark comedy,1474382225
125,10029,dark humor,1474382223
125,1832,irreverent,1474592072
125,1832,jay and silent bob,1474592004
125,1832,Kevin Smith,1474592000
125,1832,satire,1474591997
474,1832,religion,1137191859
125,4031,irreverent,1474592207
125,3176,based on a book,1474381749
125,3176,bloody,1474381755
125,3176,brutal,1474381612
125,3176,controversial,1474381812
125,3176,dystopia,1474381779
125,3176,goretastic,1474381786
125,3176,satire,1474381739
125,3176,social commentary,1474381788
125,3176,survival,1474381609
125,3176,violence,1474381745
125,1954,alternate reality,1474381441
125,1954,sci-fi,1474381448
125,1954,science fiction,1474381455
125,1954,time travel,1474381439
125,176,brutal,1474382001
125,176,clever,1474382019
125,176,Disturbing,1474382015
125,176,great ending,1474381987
125,176,mindfuck,1474381982
125,176,surprise ending,1474381973
125,176,suspense,1474381994
125,8424,cruel characters,1474381529
125,4550,brutality,1474381492
125,8461,dark humor,1474381561
567,8461,dark,1525283356
567,8461,dark humor,1525283360
567,8461,intelligent,1525283358
567,8461,thought-provoking,1525283367
125,5038,threesome,1474591817
125,10358,Seth Rogen,1474592476
125,10358,Sexual Humor,1474592473
125,16991,Seth Rogen,1474382123
125,87818,embarassing scenes,1474377075
125,87818,offensive,1474377060
125,87818,R language,1474377035
125,87818,sarcasm,1474377015
125,87818,satire,1474381901
125,295699,80's,1474469700
125,223702,Crude humor,1474382035
125,223702,mindfuck,1474382087
125,223702,sarcasm,1474382053
125,223702,satire,1474382047
125,223702,Vulgar,1474382100
132,1443,sofia coppola,1163148016
474,1443,1970s,1138032871
474,1443,suicide,1138032871
132,2832,John Cusack,1161800041
132,10720,Ewan McGregor,1161799885
132,10720,Renee Zellweger,1161799951
474,10720,retro,1138039562
138,1729,jackie chan,1222676394
138,1729,kung fu,1222676405
161,1267,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861
166,101,assassin,1188774484
166,101,Jean Reno,1188774487
474,101,hit men,1138137619
599,101,Action,1498456142
599,101,assassin,1498456106
599,101,assassination,1498456192
599,101,assassins,1498456184
599,101,awkward romance,1498456167
599,101,corruption,1498456155
599,101,crime,1498456141
599,101,disturbing,1498456144
599,101,drama,1498456149
599,101,French,1498456150
599,101,friendship,1498456139
599,101,Gary Oldman,1498456130
599,101,great acting,1498456128
599,101,Guns,1498456179
599,101,hit men,1498456165
599,101,hitman,1498456113
599,101,humorous,1498456177
599,101,imdb top 250,1498456175
599,101,Jean Reno,1498456121
599,101,Lolita theme,1498456188
599,101,loneliness,1498456186
599,101,love story,1498456132
599,101,Luc Besson,1498456137
599,101,Natalie Portman,1498456126
599,101,organized crime,1498456152
599,101,police,1498456181
599,101,police corruption,1498456159
599,101,quirky,1498456135
599,101,sniper,1498456182
599,101,tense,1498456190
599,101,touching,1498456147
599,101,unique,1498456157
166,2503,assassin,1188774519
166,2503,assassin-in-training (scene),1188774517
166,2503,espionage,1188774515
166,2503,Robert Ludlum,1188774524
167,9614,test tag,1154718872
474,9614,golf,1137374014
477,9614,Adam Sandler,1244787691
184,11660,black and white,1537094307
184,11660,Christopher Nolan,1537094326
184,11660,directorial debut,1537094323
184,11660,mindfuck,1537094375
184,11660,not linear,1537094318
184,11660,Twist Ending,1537094309
474,11660,black and white,1138032056
184,36657,action,1537094381
184,36657,comic book,1537094359
184,36657,hugh jackman,1537094370
184,36657,marvel,1537094366
184,36657,superhero,1537094354
474,36657,superhero,1137205670
184,77,dark,1537094453
184,77,Mindfuck,1537094464
184,77,nonlinear,1537094445
184,77,psychology,1537094448
184,77,twist ending,1537094447
424,77,mystery,1457842983
424,77,psychological,1457842979
424,77,twist ending,1457842977
474,77,Backwards. memory,1137191263
477,77,mystery,1256051072
477,77,twist ending,1256051079
567,77,cerebral,1525282541
567,77,dreamlike,1525282545
184,11299,amazing artwork,1537094506
184,11299,anime,1537094487
184,11299,sci-fi,1537094503
184,18491,anime,1537094261
184,18491,end of the world,1537094269
184,18491,epic,1537094270
184,18491,mecha,1537094278
184,18491,psychology,1537094263
184,71172,anime,1537098582
184,71172,comedy,1537098587
184,71172,gintama,1537098603
184,71172,remaster,1537098592
193,141,atmospheric,1435857150
193,141,cult film,1435857131
193,141,dreamlike,1435857139
193,141,hallucinatory,1435857144
193,141,psychological,1435857147
193,141,surreal,1435857128
193,141,time travel,1435857135
424,141,jake gyllenhaal,1457901910
474,141,time travel,1137205781
477,141,dreamlike,1242494462
477,141,hallucinatory,1242494486
477,141,mental illness,1242494483
477,141,psychology,1242494469
477,141,social commentary,1242494478
477,141,teen,1242494496
477,141,thought-provoking,1242494462
567,141,atmospheric,1525282581
567,141,cerebral,1525282593
567,141,dreamlike,1525282577
567,141,enigmatic,1525282598
567,141,hallucinatory,1525282590
567,141,mental illness,1525282579
567,141,mindfuck,1525282602
567,141,philosophy,1525282583
567,141,psychological,1525282595
567,141,quirky,1525282588
567,141,surreal,1525282571
567,141,thought-provoking,1525282573
567,141,weird,1525282585
193,587,dreamlike,1435857017
193,587,sentimental,1435857038
193,587,surreal,1435857020
193,587,Tim Burton,1435857024
193,38,alternate reality,1435857168
193,38,memory,1435857171
193,38,thought-provoking,1435857163
424,38,jim carrey,1457901740
474,38,memory,1137205808
477,38,cult film,1242494340
477,38,imagination,1256051047
477,38,Jim Carrey,1242494357
477,38,love,1256051045
477,38,surreal,1256051041
567,38,arthouse,1525282744
567,38,artistic,1525282751
567,38,atmospheric,1525282731
567,38,beautiful,1525282670
567,38,bittersweet,1525282677
567,38,colourful,1525282696
567,38,comedy,1525282701
567,38,dreamlike,1525282681
567,38,emotional,1525282667
567,38,feel-good,1525282786
567,38,happpiness,1525282735
567,38,humane,1525282811
567,38,insightful,1525282724
567,38,intelligent,1525282746
567,38,lovely,1525282737
567,38,melancholy,1525282692
567,38,mind-bending,1525282728
567,38,philosophy,1525282673
567,38,quirky,1525282687
567,38,quirky romantic,1525282715
567,38,romantic,1525282694
567,38,surreal,1525282704
567,38,surrealism,1525282683
567,38,thought-provoking,1525282689
193,87827,cinematography,1435857101
193,87827,India,1435857092
193,87827,surreal,1435857076
226,23995,big wave,1160681362
226,23995,surfing,1160681362
226,1124,ummarti2006,1161615435
567,1124,atmospheric,1525286470
567,1124,enigmatic,1525286468
256,272693,funny,1447532592
256,272693,high school,1447532575
274,2080,comic book,1241762577
477,2080,bad plot,1262795886
477,2080,comic book,1241938912
477,2080,hugh jackman,1262795892
477,2080,Ryan Reynolds,1262795891
477,2080,too many characters,1241941484
288,14904,Notable Nudity,1150988077
289,15602,moldy,1143424860
289,15602,old,1143424860
289,424,moving,1143424895
424,424,thought-provoking,1457901041
474,424,Holocaust,1137180970
537,424,based on a true story,1424142072
537,424,biography,1424142112
537,424,disturbing,1424142113
537,424,holocaust,1424142110
289,744,predictable,1143424846
474,744,Navy,1138138004
291,2062,a clever chef rat,1453051551
291,2062,inspirational,1453051559
567,2062,clever,1525283885
