mid,genre_id
131957,10749
241,80
241,53
241,18
9058,35
9058,10749
527,18
18220,18
18220,10749
18220,53
6950,28
6950,18
6950,878
6950,53
101,80
101,18
101,28
63020,35
63020,18
63020,10749
2307,35
2307,18
2307,10749
680,53
680,80
25296,35
25296,18
40156,18
40156,10749
11450,36
11450,18
30304,18
30304,36
10452,18
10452,36
12106,37
12106,28
12106,53
161495,18
161495,35
3586,18
3586,35
110,18
110,9648
110,10749
108,18
109,35
109,18
109,9648
36357,35
36357,10751
36357,10770
92769,27
92769,18
28033,35
28033,18
22586,16
22586,14
22586,10751
22586,12
22586,35
14334,18
14334,10751
14334,14
2636,28
2636,53
2164,28
2164,12
2164,878
11395,14
11395,18
11395,35
11395,10751
278,18
278,80
9905,80
9905,53
87078,18
87078,53
12527,35
12527,18
20306,80
20306,35
36614,35
36614,18
36614,10749
27993,35
31439,18
31439,10749
31439,10752
9067,28
9067,35
9067,14
9067,878
9059,27
9059,35
9059,53
193,878
193,28
193,12
193,53
25066,80
25066,27
25066,53
46797,18
46797,10749
12122,53
12122,27
12122,878
11381,35
32636,18
36141,53
36141,80
36141,18
95963,18
95963,10752
1587,10749
1587,18
9271,28
9271,80
9271,878
9271,53
2064,35
2064,10749
19855,18
19855,10752
60855,35
60855,10749
236,18
236,35
236,10749
48287,35
48287,18
48287,10751
3049,35
3049,9648
2759,18
2759,35
12635,18
12635,10402
10497,53
10497,18
10497,10749
11382,28
11382,35
11382,53
9331,28
9331,18
9331,53
10731,18
10731,53
10731,80
10731,9648
10464,35
10464,18
10464,10751
10464,10749
34152,35
34152,18
9495,14
9495,28
9495,53
29973,18
888,14
888,35
888,10751
13,35
13,18
13,10749
712,35
712,18
712,10749
16295,10749
16295,18
16295,80
48992,35
48992,18
48992,10749
10879,28
10879,35
10879,10749
10660,35
10660,18
10660,10749
10714,12
10714,18
10714,10751
41647,99
8587,10751
8587,16
8587,18
1689,18
1689,36
11596,27
11596,9648
11596,14
854,10749
854,35
854,80
854,14
9359,28
9359,12
9359,35
9359,18
9359,37
23333,18
36593,35
36593,80
12280,35
12280,18
2788,18
2788,35
2788,10749
10427,53
10427,80
10427,18
11011,35
11011,10751
8987,53
1637,28
1637,12
1637,80
15128,35
15128,10749
8831,53
8831,878
8831,28
8831,80
36955,28
36955,53
10449,18
10449,10749
10395,14
10395,18
10395,27
12160,18
12160,28
12160,37
12160,12
40480,28
40480,80
40480,10749
40480,53
52038,35
52038,18
29444,35
29444,18
26352,35
26352,80
39953,18
41580,18
315,28
315,80
315,35
22067,80
22067,18
22067,10749
11667,28
11667,12
11667,53
11667,18
11667,878
8011,14
8011,28
2654,27
2654,9648
2654,53
18069,18
18069,10749
18069,37
19092,80
2758,35
2758,10751
2758,14
10436,18
10436,10749
13595,35
13595,80
13595,10402
46094,35
46094,10751
9409,35
9409,80
11853,10749
11853,37
16771,35
16771,18
16771,10749
46924,18
46924,35
46924,14
11041,35
306,28
306,35
306,80
14522,12
14522,10751
26203,9648
26203,80
26203,18
26203,53
178,53
19819,18
57834,18
57834,10749
4722,27
4722,878
4722,53
18215,18
18215,10749
1607,18
1607,80
26391,35
26391,14
26391,12
117553,35
117553,18
6075,80
6075,53
11310,28
11310,35
11310,18
11310,37
18658,35
18658,53
18658,9648
9350,28
9350,12
9350,53
9612,35
9612,878
9612,10751
2124,10749
2124,53
2124,18
26261,35
26261,10751
26261,53
26261,80
19176,37
19176,28
19176,35
11566,35
9571,35
9571,18
9739,80
9739,28
9739,878
34444,37
34444,18
34444,35
34444,10749
26141,35
26141,80
26141,53
10997,18
10443,18
20239,35
16297,35
16297,18
18551,18
18551,9648
18551,10749
25440,35
25440,53
25440,9648
25440,10749
9024,35
9024,10749
37233,18
37233,9648
37233,53
1634,10751
1634,12
1634,18
13815,80
13815,18
13815,53
5503,18
5503,28
5503,53
35588,36
35588,37
2087,18
2087,28
2087,53
2087,9648
41579,10751
41579,35
41579,80
18620,18
18620,10749
2019,28
2019,12
2019,80
2019,53
2019,18
9255,28
9255,35
9255,10752
26271,35
10612,18
10612,35
10612,10749
2259,10749
2259,18
16097,35
11934,35
11934,18
106143,35
106143,18
12475,35
9386,28
9386,18
9386,53
9386,80
9386,9648
7984,18
59930,35
59930,18
59930,10749
15765,10402
15765,18
31643,35
6,28
6,53
6,80
329,12
329,878
10909,53
10909,80
507,28
507,80
507,18
507,53
29918,12
29918,10751
9593,12
9593,14
9593,28
9593,35
9593,10751
42580,35
42580,10751
22317,35
22317,37
1413,18
1413,10749
12121,35
2246,53
10502,18
10440,35
10440,9648
9516,18
9516,80
2320,28
2320,12
2320,18
2320,53
5879,18
5879,10749
83718,53
83718,35
83718,18
83718,10749
11971,18
11971,35
11971,10749
31911,35
31911,10749
788,35
788,18
788,10751
21450,18
21450,35
11231,28
11231,18
11231,10751
11231,12
10447,28
10447,18
10447,878
10447,53
31586,35
31586,18
31586,10751
31586,14
31586,878
9300,18
9300,14
9559,80
9559,18
9559,53
9800,18
713,18
713,10749
8291,18
8291,10749
18133,18
18133,28
18133,10749
25557,27
25557,878
25557,53
22588,35
22588,80
22588,18
22588,10402
22588,9648
22588,10749
10872,35
1245,18
1245,10749
11858,35
7007,28
7007,18
7007,53
10467,35
10467,10749
5550,28
5550,12
5550,80
5550,878
5550,53
8005,35
2088,80
10412,28
10412,18
10412,53
47889,18
47889,10749
14534,18
14534,36
41878,18
424,18
424,36
424,10752
35233,35
14291,18
11236,18
11236,10751
11236,14
11592,35
11592,80
8850,12
8850,14
8850,28
8850,53
8850,878
10445,18
10445,10749
695,35
695,18
43535,10751
43535,35
12519,35
12519,18
23210,9648
23210,18
23210,35
858,35
858,18
858,10749
867,18
867,53
78,878
78,18
78,53
13203,35
13203,18
13203,10749
10442,35
10442,80
10442,10749
11074,80
11074,28
11074,9648
11074,53
9607,878
9607,12
9607,35
9607,10751
17585,28
9057,28
20967,18
20967,10402
10635,35
10635,18
10635,10749
9479,14
9479,16
9479,10751
10057,28
10057,12
10057,35
11969,37
11969,28
319,28
319,53
319,80
319,10749
26408,99
26408,36
15139,14
15139,878
15139,10751
15139,16
11446,35
11446,18
51980,18
51980,10749
24405,35
24405,10749
8223,35
8223,18
14587,35
14587,18
31504,35
31504,10751
23637,35
17600,35
17600,18
10897,10749
10897,35
10897,10751
21352,18
21352,10751
21352,12
68806,53
68806,80
68806,18
37345,35
37345,18
37345,36
37345,9648
32562,99
25403,35
25403,18
9066,35
771,35
771,10751
251,14
251,18
251,53
251,9648
251,10749
812,16
812,10751
812,12
812,14
812,10749
280,28
280,53
280,878
581,12
581,18
581,37
268,14
268,28
274,80
274,18
274,53
274,27
408,14
408,16
408,10751
10020,10749
10020,10751
10020,16
10020,14
10895,16
10895,10751
114,10749
114,35
576,12
576,37
15477,80
15477,53
7300,35
7300,10749
10824,27
275,80
275,18
275,53
25059,12
25059,35
25059,18
25059,10751
11827,16
11827,878
11827,12
11827,14
11827,10402
8766,27
8766,53
8766,878
23570,35
23570,10749
47333,18
47333,10749
51242,35
51242,18
10112,16
10112,35
10112,10751
10112,12
4307,18
4307,10749
46029,35
46029,10749
32308,35
32308,10751
28121,35
28121,53
28121,80
28121,10749
12520,35
12520,53
12520,80
12520,18
1592,80
1592,18
1592,9648
1592,53
19042,10749
19042,16
19042,10751
19042,12
19042,14
38884,18
38884,36
38884,10752
38884,10749
47449,35
36259,14
36259,878
36259,10751
41852,35
41852,18
40926,18
40926,53
9099,35
9099,10751
2021,35
2021,18
2021,10749
61752,35
10988,9648
10988,53
10988,27
12652,18
12652,10749
10684,18
10684,53
10684,9648
10684,10752
954,12
954,28
954,53
68445,18
68445,35
18989,18
18989,10749
8840,14
8840,28
8840,12
11107,28
11107,35
10539,12
10539,16
10539,10751
10539,14
10539,10402
10543,53
18414,35
11902,35
11902,18
11902,10752
25087,28
25087,53
5801,18
896,18
3065,35
3065,878
2300,16
2300,10751
2300,35
2300,878
2300,12
8069,878
8069,12
8069,35
8069,14
27768,18
27768,53
221917,18
221917,10749
8072,18
8072,878
8072,9648
33245,18
27281,28
27281,12
27281,35
27281,10751
40001,35
40001,10749
40001,18
29621,28
29621,12
29621,878
29621,53
20762,28
20762,53
37144,80
37144,9648
37144,53
12656,28
12656,35
12656,18
12656,53
38867,18
38867,10749
25969,35
25969,18
25969,10751
25969,10749
43634,10749
43634,18
43634,9648
9103,28
9103,12
29649,18
10990,18
10990,9648
10990,53
10990,80
8866,35
8866,10749
12233,16
12233,35
12233,10751
23449,35
36355,12
36355,10751
922,18
922,14
922,37
11876,18
11876,10749
11687,14
11687,35
9304,35
9304,14
9304,878
503475,10751
503475,16
503475,35
73183,99
73183,27
73183,878
9100,14
9100,27
9100,18
9100,53
20759,35
20759,18
46063,18
46063,53
32513,35
32513,18
32513,10749
36915,18
36915,9648
36915,53
9802,28
9802,12
9802,53
21588,14
21588,18
21588,27
21588,35
664,28
664,12
664,18
11867,878
11867,28
9323,28
9323,16
9323,878
10280,27
10280,53
10535,28
10535,35
532,10751
532,16
532,35
16299,35
16299,10751
10547,878
10547,53
935,18
935,35
935,10752
40751,18
40751,28
85778,99
11101,18
11101,36
11101,10752
9826,12
9826,28
9879,18
9879,53
9879,80
22621,18
22621,10749
7095,35
7095,18
26890,18
77771,18
77771,10749
41225,18
41225,9648
41225,27
627,18
627,80
32872,35
32872,10749
602,28
602,12
602,878
14553,18
14553,10749
9566,53
9566,28
10545,18
10545,16
10545,10751
9894,35
9894,18
9894,53
11543,35
9268,28
9268,18
9268,9648
9268,53
9327,14
9327,35
9327,10749
9327,878
81949,18
81949,10749
81949,10752
44535,35
44535,18
11228,28
11228,12
11228,53
10779,27
10779,35
26748,18
26748,9648
26748,10749
38223,35
38223,18
38223,10751
9294,18
9294,14
9294,10749
9294,878
49963,35
49963,18
49963,10749
11363,35
11363,10749
1645,80
1645,18
1645,53
31546,18
36344,12
36344,10751
18550,28
11511,14
11511,35
11511,10751
34170,35
12606,35
4837,18
4837,35
4837,10749
12632,18
18975,16
18975,10751
18975,14
11962,35
2925,35
3595,28
3595,53
9308,35
18555,28
18555,18
18555,53
12123,28
12123,18
12123,878
12123,53
10830,35
10830,10751
10830,14
3573,35
3573,18
3573,10749
10546,28
10546,14
10546,53
18862,35
18862,10751
31417,18
31417,27
31417,53
9431,27
9431,35
47907,35
47907,18
10061,28
10061,12
10061,878
10061,53
549,18
549,36
10478,35
10478,10749
238,18
238,80
11134,28
11134,80
11134,53
9303,18
9303,53
23945,35
23945,10751
22479,53
22479,18
22479,10402
22479,80
9054,35
9054,10751
410921,28
410921,80
410921,18
38955,28
38955,12
38955,80
11015,27
11015,9648
11015,53
9306,14
9306,27
9306,878
12559,35
12559,10751
58770,18
58770,53
3587,14
3587,35
3587,10751
10723,35
10723,80
19004,16
19004,12
19004,10751
10987,27
10987,53
44705,18
44705,35
44705,10749
20318,18
20318,36
26933,18
26933,10749
27854,18
27854,36
27854,10749
27854,53
27854,12
27854,10752
981,35
981,10749
872,35
872,10402
872,10749
2769,35
2769,10402
2769,10749
13320,10402
13320,35
13320,10749
164,35
164,18
164,10749
426,9648
426,10749
426,53
567,53
567,9648
567,18
3078,35
3078,10749
13528,80
13528,18
13528,9648
13528,53
28288,35
28288,10749
213,9648
213,53
284,35
284,18
284,10749
239,35
239,10402
239,10749
239,80
4808,35
4808,9648
4808,10749
4808,53
289,18
289,10749
963,9648
963,80
963,53
11113,18
11113,10749
11113,10402
6620,35
6620,18
6620,10749
804,35
804,10749
804,18
26531,18
26531,35
26531,10751
909,35
909,18
909,10749
909,10751
630,12
630,14
630,10751
770,18
770,10752
770,10749
31044,35
31044,18
599,18
15,9648
15,18
62,878
62,9648
62,12
705,18
22490,35
22490,18
223,18
223,9648
223,53
223,10749
25670,9648
25670,53
25670,10752
303,53
303,18
303,10749
4174,9648
4174,53
4174,10749
8356,18
8356,10749
381,80
381,18
381,9648
381,10749
381,53
20758,35
20758,10751
20758,10749
29376,35
29376,10402
29376,10749
1859,35
1859,10749
18299,35
18299,80
18299,18
18299,10749
17281,35
17281,10749
10907,12
10907,28
10907,10749
32093,28
32093,12
32093,18
32093,10749
32093,37
1939,18
1939,9648
22292,14
22292,10749
22292,9648
3598,12
3598,14
3598,18
3598,9648
3080,35
3080,10402
3080,10749
198,35
198,10752
13562,35
13562,10749
1712,18
1712,37
220,18
220,10749
3529,35
3529,80
3529,9648
3085,35
3085,18
3085,10749
2897,12
2897,35
2897,10751
2897,14
2897,10749
1585,18
1585,10751
1585,14
3083,35
3083,18
900,35
900,10749
43795,18
43795,10749
43905,18
23114,18
23114,10751
40206,35
40206,10402
40206,10749
260,9648
260,53
10331,27
10331,53
488,12
488,10749
22733,28
22733,12
22733,35
22733,80
22733,18
22733,10749
261,18
261,10749
32574,35
32574,18
32574,10749
22649,18
22649,10749
22649,10752
125587,18
52855,18
39940,18
39940,10749
85328,35
85328,10749
85328,18
11076,28
11076,12
11076,18
11076,10751
63945,18
63945,10749
58985,18
58985,35
58985,10402
10861,28
1770,18
1770,53
1770,36
2033,18
2033,10749
18203,18
18203,35
9333,28
9333,80
9333,18
9333,53
9333,9648
9400,80
9400,18
9400,53
9401,35
9401,80
9401,53
11306,18
11306,53
9625,28
10680,28
10680,35
10680,18
10680,10751
6346,80
6346,18
18660,35
18660,10751
18660,37
35115,28
35115,12
35115,10751
35115,37
14821,12
14821,14
14821,878
14821,10751
14136,35
14136,10751
14136,14
10869,10749
10869,35
10869,10751
10869,14
22660,12
22660,18
22660,37
22660,10751
19186,35
19186,10751
31102,12
31102,18
31102,10751
6878,12
6878,35
6878,18
6878,10751
15944,35
15944,10751
15944,14
18444,12
18444,10751
20723,18
20723,10751
20723,35
20723,80
20723,9648
173,12
173,18
173,10751
173,14
173,878
864,35
864,36
24795,35
24795,18
11224,10751
11224,14
11224,16
11224,10749
81310,16
81310,10751
81310,10402
15947,16
15947,10751
15947,10402
9078,16
9078,10751
8367,12
8367,10749
433,35
433,10751
433,14
11360,16
11360,10751
11114,14
11114,16
11114,35
11114,10751
12335,12
12335,14
12335,35
12335,10751
12335,10402
12335,9648
12092,16
12092,10751
12092,14
12092,12
10948,12
10948,16
10948,18
10948,10751
11229,35
11229,18
11229,53
15121,18
15121,10751
15121,10402
15121,10749
562,28
562,53
10163,27
10163,53
10163,878
47199,18
47199,53
11159,18
9591,35
9591,18
9591,10749
9591,10402
30500,18
30500,10749
10938,35
10938,18
10938,10749
11412,80
11412,28
11412,9648
11412,53
10586,12
42314,99
27845,35
27845,18
23223,80
23223,18
49471,18
38153,28
38153,53
25147,18
25147,10749
9716,35
9716,10749
454,18
454,10749
10218,35
819,80
819,18
819,53
11238,12
11238,16
11238,10751
31530,35
31530,10402
31530,10749
28120,80
28120,18
28120,9648
28120,53
252,10751
252,14
252,35
16372,27
16372,36
16372,53
11561,35
11561,10749
11561,878
11302,35
623,35
623,80
583,35
12614,35
12614,10402
12614,10749
21711,35
21711,18
11575,12
11575,35
11575,10751
11575,10749
475,80
475,18
11331,12
11331,18
521,80
521,53
88,18
88,10402
88,10749
500,80
500,53
792,18
792,10752
792,28
8491,35
8491,80
402,53
402,9648
10537,10402
10537,18
11386,10749
11386,80
11386,18
11386,53
9504,80
9504,18
9504,9648
15764,18
15764,10749
601,878
601,12
601,10751
601,14
25842,18
25842,10751
25842,14
2119,12
2119,28
2119,10749
2119,18
744,28
744,18
744,12
221,18
702,18
25750,27
9305,99
37616,35
37616,80
21612,80
21612,18
102461,18
36998,18
116844,18
1630,18
26626,35
124837,99
11816,18
11843,9648
11843,35
11843,80
10379,35
10379,14
10379,10751
2756,12
2756,28
2756,53
2756,878
790,27
1103,878
1103,28
11298,27
4480,18
4480,35
4481,18
10765,35
762,12
762,35
762,14
44497,10749
44497,35
99479,18
124829,99
10548,99
531,16
531,35
531,10751
4483,18
4483,36
18919,16
18919,18
18919,14
61461,18
659,18
659,36
659,10752
30892,18
30892,35
86369,18
86369,35
38554,35
36555,28
10608,35
10608,18
11216,18
11216,10749
7452,80
7452,18
892,35
892,878
892,14
1600,18
1600,9648
1600,14
26561,10749
26561,18
975,18
975,10752
18129,80
18129,18
54405,35
409,18
409,10749
409,10752
38251,35
38251,10749
38251,10752
10161,18
1412,18
41768,18
10409,35
10409,18
10409,10749
14285,80
14285,99
14285,9648
2469,35
2469,80
2469,18
2469,10749
10174,99
10174,10402
31225,99
510,18
11455,35
1891,12
1891,28
1891,878
2493,12
2493,10751
2493,14
2493,35
2493,10749
85,12
85,28
68,35
68,878
679,28
679,53
679,878
429,37
13446,35
13446,18
389,18
947,12
947,18
947,36
947,10752
185,878
185,18
595,18
595,80
28,18
28,10752
335,37
1892,12
1892,28
1892,878
144,18
144,14
144,10749
1092,53
1092,9648
769,18
769,80
348,27
348,878
766,14
766,27
766,35
175,12
175,18
175,10749
11645,28
11645,18
11645,36
10835,28
10835,80
10835,18
10835,53
539,27
539,18
539,53
525,10402
525,35
525,28
525,80
240,18
240,80
600,18
600,10752
530,12
530,16
530,35
530,878
530,10751
10705,10752
10705,18
10705,36
279,10402
279,18
279,36
3109,10749
3109,35
3109,18
311,18
311,80
1578,18
1578,36
703,35
703,18
703,10749
9549,36
9549,18
1398,878
1398,18
387,18
387,36
387,10752
9277,35
9277,80
9277,18
343,35
343,18
343,10749
37291,18
37291,35
490,14
490,18
11235,35
11235,18
218,28
218,53
218,878
763,27
763,35
9665,18
9665,36
9665,10752
18971,35
18971,18
696,35
696,18
696,10749
379,18
379,53
379,80
207,18
37247,35
37247,18
1480,80
1480,53
9322,28
9322,53
826,18
826,36
826,10752
422,14
422,18
829,80
829,18
829,9648
829,53
828,18
828,878
3090,12
3090,18
3090,37
9964,28
9964,35
9964,27
9964,878
3063,35
3063,10752
13667,35
694,27
694,53
235,80
235,18
832,18
832,28
832,53
832,80
765,27
765,35
765,14
5925,12
5925,18
5925,36
5925,53
5925,10752
11778,18
11778,10752
4485,28
4485,18
4485,53
137,10749
137,14
137,18
137,35
33,37
982,53
982,18
8428,10402
8428,18
212,35
212,80
105,12
105,35
105,878
105,10751
1633,18
1633,35
11202,18
11202,36
11202,10752
1554,80
1554,18
1554,35
149,16
149,878
149,28
8009,12
8009,28
8009,14
903,80
903,18
11673,18
11673,35
11673,36
11673,10749
3034,35
339,35
339,18
10404,18
914,35
756,16
756,10751
288,37
288,53
910,80
910,9648
910,53
2640,35
2640,80
16633,18
16633,14
16633,10749
665,36
665,12
665,18
11031,10402
11031,35
11314,99
11314,10402
15143,18
15143,10749
89,12
89,28
10322,35
10322,18
783,18
783,36
10644,35
10644,10749
10644,18
11257,18
11257,10749
14370,35
14370,10749
14370,878
12104,10402
625,18
625,36
625,10752
8816,18
8816,35
830,878
2323,18
2323,14
983,12
983,18
642,37
642,18
642,80
655,18
10341,53
10341,18
10341,878
10341,28
639,35
639,10749
639,18
30180,99
30180,10402
41801,18
41801,10749
18762,35
18762,10749
8077,878
8077,28
8077,27
814,27
41671,27
27214,27
27214,53
52263,27
33519,27
33519,53
33519,18
16235,27
11449,27
41848,27
41848,53
25944,27
24913,27
24913,9648
49126,14
49126,18
49126,27
49126,53
49126,878
32076,80
32076,18
32076,27
32076,9648
32076,53
571,27
8851,27
8851,878
37843,878
37843,27
37843,35
32146,27
32146,53
30346,27
30346,53
6114,10749
6114,27
229,18
229,27
229,878
13549,27
13549,53
13549,9648
9529,18
9529,27
9529,53
1598,53
1598,80
11349,18
11349,53
7340,27
7340,53
6217,27
377,27
653,18
653,14
653,27
28198,27
794,27
794,53
31640,80
31640,18
31640,53
8744,80
8744,18
8744,53
25189,35
25189,18
25189,10749
145,18
145,10749
2212,28
2212,18
2212,27
2212,9648
2212,53
199,878
199,28
199,12
199,53
7863,18
12498,18
9279,35
9279,10751
9279,12
17204,99
17204,80
21539,14
21539,18
21539,35
21539,10751
21539,10749
12709,35
12709,18
12709,10749
20539,18
20539,36
11674,10751
11674,35
1573,28
1573,53
152,878
152,12
152,9648
174,878
174,28
174,12
174,53
172,878
172,28
172,12
172,53
154,28
154,12
154,878
154,53
157,878
157,28
157,12
157,53
168,878
168,12
364,28
364,14
11967,37
11967,80
11967,28
11967,12
11967,18
9086,37
9086,12
621,10749
621,35
9037,35
9037,10751
9037,10402
9037,10749
10173,28
8845,28
8845,53
578,27
578,53
578,12
579,27
579,53
17692,53
17692,27
17795,35
75,35
75,14
75,878
13891,18
13891,35
9390,35
9390,18
9390,10749
378,35
378,80
10896,35
10896,18
2322,35
2322,80
2322,18
41240,18
26949,18
26949,10749
9819,18
31908,18
3179,16
3179,35
1802,18
1802,53
4232,80
4232,27
4232,9648
9361,28
9361,12
9361,18
9361,36
9361,10749
9361,10752
2928,35
2928,18
2928,14
10549,18
58102,18
58102,36
18451,18
18451,10749
27265,35
49935,10749
49935,80
49935,18
8818,36
8818,18
8818,10402
36758,18
36758,10749
36040,12
36040,18
9415,28
9415,18
9415,9648
9415,53
9415,80
55146,18
55146,53
55146,99
55146,10749
12145,35
12145,10749
42424,12
42424,35
42424,10751
42424,10749
34314,28
34314,53
34314,80
2892,18
2892,10749
9404,28
9404,12
9404,35
9404,80
9404,18
9404,53
85242,18
85242,28
85242,35
85242,53
9622,35
9622,28
8860,28
8860,12
8860,35
8860,80
8860,53
14832,18
9619,28
9619,12
9619,53
9619,18
40506,35
31000,28
31000,35
4104,35
4104,18
26306,18
26306,10749
14908,35
784,10402
784,18
784,35
12489,80
12489,18
12489,35
16448,35
16448,10402
17894,35
17894,10749
28059,35
28059,18
17949,28
17949,35
1968,18
1968,35
1968,10749
61563,28
61563,35
61563,18
61563,10749
66,80
66,18
66,28
20735,10751
20735,35
11419,35
638,18
638,53
638,9648
25624,18
25624,36
