user_id,mid,rating,timestamp
233,629,4,1472587568
237,629,2,1410631753
239,629,4,1221158083
241,629,4,1447536935
246,629,4,1353869486
247,629,5,1467643861
249,629,4,1364546154
254,629,4,1180564704
260,629,5,1109410623
261,629,4,1404881245
262,629,3,840305713
266,629,4,944980462
268,629,5,940180799
274,629,4,1171408986
275,629,4,1049078044
278,629,5,1193753316
279,629,3,1506394189
280,629,4,1348434052
282,629,4,1378489751
287,629,3,1110230077
290,629,4,975031748
294,629,3,966597387
295,629,5,1320064969
296,629,5,1532993858
297,629,5,900871748
298,629,3,1447516828
301,629,4,1211377304
305,629,5,1460134079
307,629,4,1186160949
308,629,2,1421373873
309,629,4,1126451972
313,629,5,1030476169
314,629,4,847175449
317,629,5,1430361374
322,629,4,1217675827
323,629,4,1422640061
326,629,2,1322867550
327,629,4,1234788095
328,629,4,1494206971
329,629,2,1523468332
330,629,5,1285904637
331,629,5,1537157516
332,629,4,1352671786
335,629,5,1261542414
336,629,5,1120568496
337,629,3,860256158
338,629,4,1530148314
343,629,4,1202061253
346,629,4,1125857414
348,629,5,1378850183
352,629,5,1493931911
354,629,4,1200869832
356,629,3,1229142733
357,629,5,1348610163
362,629,3,1530637009
363,629,4,1502584540
368,629,4,971275320
370,629,4,1159161956
372,629,5,874414678
373,629,5,846830055
380,629,4,1493420347
381,629,4,1168576731
382,629,5,1515160611
385,629,3,834691694
386,629,3,842610344
387,629,4,1094876246
391,629,4,1030827636
394,629,5,838994626
396,629,4,1111688630
400,629,5,1498870285
411,629,3,835532221
414,629,5,961681714
415,629,4,1382469955
418,629,4,1461865740
419,629,4,1321854706
424,629,5,1457842255
425,629,4,1085477355
432,629,3,1315243055
433,629,5,1506823884
435,629,4,1366676016
437,629,4,859721362
444,629,5,832670838
446,629,4,843839306
448,629,4,1064741727
449,629,4,1053199959
453,629,5,972621262
455,629,3,836436049
462,629,3,1154037688
469,629,4,965336630
470,629,3,849075545
472,629,5,1345843346
474,629,4,979179872
480,629,3,1179160287
482,629,4,1105396885
483,629,4,1204405320
495,629,4,1458634563
497,629,3,1429127291
501,629,3,844973340
510,629,4,1141160526
512,629,5,841449402
515,629,4,1513678307
522,629,4,1253430096
524,629,2,851608781
525,629,4,1476476363
541,629,5,835643052
553,629,4,1219557525
555,629,5,978819462
560,629,4,1469647239
561,629,4,1491090860
562,629,4,1368894758
565,629,5,846533399
566,629,5,849005642
567,629,1,1525282012
568,629,5,1243576177
569,629,3,849190709
573,629,5,1248841981
580,629,5,1167789884
587,629,5,953141366
588,629,5,839316659
590,629,4,1264910688
593,629,4,1181007737
595,629,5,938807286
596,629,3,1535709301
597,629,5,940362491
599,629,3,1498500777
601,629,5,1441639169
602,629,5,840875720
606,629,4,1171234887
608,629,4,1117491010
610,629,4,1493844757
1,755,3,964982400
18,755,3,1455735732
19,755,2,965704974
34,755,3,1162048002
45,755,4,951170563
51,755,5,1230932691
57,755,1,965797305
64,755,4,1161559767
68,755,4,1158534541
103,755,3,1431957632
122,755,4,1461562250
132,755,2,1157923053
182,755,4,1077804802
187,755,4,1161849108
195,755,4,979858326
249,755,4,1355677606
274,755,4,1171493880
283,755,3,901228337
286,755,3,1119563855
294,755,4,966595946
295,755,5,1320064943
297,755,2,900871989
305,755,5,1494259450
307,755,3,1186161936
313,755,4,1030475884
336,755,4,1120568169
353,755,4,831940127
354,755,4,1200953640
361,755,2,1204046026
362,755,4,1530637651
368,755,3,971273705
372,755,3,874415199
380,755,5,1493423196
387,755,3,1183536308
391,755,1,1030944454
405,755,4,1295917097
425,755,4,1085490625
428,755,3,1111524672
438,755,3,1105762813
450,755,2,974705218
452,755,4,1013397998
453,755,4,972622055
469,755,2,965334011
489,755,2,1385823826
546,755,5,973588518
560,755,4,1469653546
571,755,2,966900368
580,755,5,1167673477
594,755,3,1108951120
597,755,2,941559139
599,755,3,1498501183
603,755,4,953925705
606,755,4,1171733439
608,755,3,1117415406
610,755,4,1495959282
1,13685,5,964980868
103,13685,4,1431969655
221,13685,4,1111178274
249,13685,3,1388146126
260,13685,2,1109408704
274,13685,3,1250200353
275,13685,5,1049076601
287,13685,4,1110231576
307,13685,4,1186087030
313,13685,5,1030557466
356,13685,3,1229139373
414,13685,4,961438199
448,13685,3,1076328586
454,13685,3,1279476562
474,13685,3,1081862489
480,13685,5,1179160947
500,13685,1,1005527980
510,13685,4,1141159388
567,13685,3,1525287210
597,13685,5,940361171
599,13685,2,1498515741
600,13685,4,1237851915
603,13685,4,963178236
1,197,4,964982176
5,197,4,847434880
6,197,5,845553283
8,197,3,839463527
11,197,5,902154266
14,197,5,835441107
17,197,4,1305696470
18,197,4,1455050170
28,197,3,1234515793
30,197,5,1500370456
33,197,5,939648134
34,197,0,1162049056
38,197,5,841341295
40,197,4,832059053
42,197,4,996217933
43,197,3,848993747
45,197,5,950741520
46,197,5,834788016
49,197,4,1493093005
54,197,3,830247832
56,197,4,835799188
57,197,4,965799491
58,197,5,847718580
59,197,2,953609098
62,197,4,1521822303
63,197,2,1443199850
64,197,4,1161520230
66,197,5,1093747481
68,197,2,1158531496
72,197,4,1217324791
81,197,3,845299756
82,197,4,1084467714
83,197,4,1332840449
91,197,4,1112712339
93,197,5,942947377
94,197,5,843406748
96,197,5,964772750
103,197,4,1431957016
104,197,1,1090595910
105,197,3,1446571835
107,197,5,832003811
109,197,5,841106621
110,197,3,1175329878
112,197,3,1442535826
115,197,3,958574203
117,197,5,844162850
121,197,4,847655980
124,197,3,1336584326
125,197,4,1474311613
126,197,4,845925785
128,197,5,899032847
129,197,4,1167375621
130,197,5,832589660
131,197,2,1349840503
133,197,3,843491209
134,197,5,832841168
135,197,4,1009692826
136,197,5,832449274
137,197,4,1204859490
140,197,4,942903980
141,197,3,1513129871
144,197,4,1137323396
159,197,3,1508640168
160,197,4,971112675
164,197,5,999708154
165,197,4,1046741213
167,197,3,1154721971
170,197,4,840380988
173,197,3,843397958
176,197,5,840108930
178,197,4,1164355046
179,197,5,840907561
181,197,3,845469438
182,197,3,1054780923
183,197,5,992331285
187,197,3,1161863869
191,197,3,829760897
192,197,3,835128955
196,197,3,1460954199
198,197,3,1034136119
200,197,4,1229886082
202,197,4,974918508
203,197,5,1390094654
208,197,4,940639310
217,197,2,955935806
222,197,4,1391350258
223,197,3,1226209973
227,197,3,1447209812
229,197,5,836942019
232,197,4,1182908701
233,197,3,1524781255
235,197,4,841422410
239,197,4,1221148034
240,197,5,849122195
244,197,5,975075995
247,197,4,1467644232
249,197,5,1346841413
254,197,4,1180446383
263,197,4,940384545
264,197,2,1136978677
265,197,3,965316446
266,197,5,945670079
267,197,4,959806612
274,197,4,1171410141
279,197,4,1506394381
283,197,5,901227664
284,197,5,832699616
286,197,5,1119562267
287,197,1,1110230585
288,197,5,975691339
292,197,2,1265679516
296,197,5,1532993855
298,197,3,1447518054
301,197,1,1211377341
302,197,4,854473187
304,197,5,891172978
307,197,3,1186087165
308,197,1,1421373815
312,197,4,1043177124
314,197,4,834241459
317,197,5,1430364906
319,197,4,1461351712
322,197,3,1217676197
323,197,2,1422640359
326,197,5,1322251233
328,197,1,1494207220
330,197,3,1285904111
332,197,3,1352673472
335,197,4,1261542354
336,197,4,1122227307
337,197,5,860256119
340,197,5,848666415
344,197,4,1420497375
347,197,3,847645690
353,197,3,831939713
357,197,4,1348611162
362,197,4,1530640073
366,197,4,1445546522
368,197,4,971274692
372,197,4,874415284
373,197,4,846829968
374,197,5,849089153
376,197,3,1364993995
379,197,5,847397381
380,197,4,1493419805
386,197,3,842610269
387,197,3,1095040466
390,197,4,1250339216
391,197,5,1030945408
393,197,4,1430505977
394,197,5,838994356
395,197,4,841503580
399,197,3,1167220367
403,197,5,1225243634
404,197,4,838375832
405,197,4,1295913228
411,197,4,835532155
414,197,5,961512475
419,197,4,1321659432
423,197,4,1155285864
425,197,4,1085477194
427,197,4,1053071562
428,197,2,1111523269
432,197,4,1315245004
433,197,3,1506823887
434,197,4,1270604574
437,197,4,859721362
438,197,4,1105666133
439,197,3,1436943893
443,197,4,1501722477
444,197,4,832670075
445,197,5,1454621998
447,197,5,836960849
450,197,5,974704570
452,197,5,1013394732
453,197,5,972621723
455,197,4,836436000
457,197,5,993610382
458,197,5,845651761
463,197,4,1145460295
464,197,5,1275548911
468,197,4,831400500
469,197,5,965333863
470,197,5,849075143
474,197,3,1137180852
479,197,2,1039360660
480,197,5,1179160978
483,197,4,1178292986
485,197,3,837943384
486,197,5,839537186
489,197,4,1332772116
493,197,5,1001562412
494,197,5,1001666439
498,197,5,839197320
507,197,3,838964648
512,197,5,841449335
513,197,4,1159980717
517,197,1,1487953160
522,197,4,1253344666
524,197,3,851608745
528,197,5,1391736104
532,197,5,1025523258
536,197,5,832839862
541,197,5,835643027
549,197,3,1464282652
551,197,3,1504317349
555,197,5,978840250
559,197,4,845475880
560,197,4,1469652439
561,197,5,1491090875
562,197,4,1368893870
566,197,5,849005345
570,197,3,1181476971
573,197,5,1186589227
574,197,5,834634504
577,197,4,945966190
579,197,5,958881746
580,197,4,1167789859
584,197,5,834987672
586,197,5,1529899907
588,197,5,839316241
590,197,4,1258420384
592,197,5,837349998
593,197,3,1181007627
594,197,5,1109036538
597,197,5,940420585
599,197,3,1498501202
600,197,2,1237759135
602,197,5,840875647
603,197,1,963177645
604,197,3,832079938
605,197,3,1277097540
606,197,3,1172969333
607,197,5,963078901
608,197,4,1117162428
609,197,3,847220990
610,197,4,1479545829
1,11780,5,964984041
6,11780,4,845553586
33,11780,4,939715904
38,11780,5,841341494
40,11780,4,832059189
57,11780,3,965799554
64,11780,3,1161529309
75,11780,2,1158967103
91,11780,3,1112710950
108,11780,2,1042838877
109,11780,4,841108346
117,11780,3,844163019
136,11780,5,832449391
140,11780,4,949667175
147,11780,1,1203267713
181,11780,3,845469756
191,11780,4,829760898
244,11780,5,975076228
249,11780,4,1357685694
263,11780,4,940384701
264,11780,2,1136978254
288,11780,4,1079984467
293,11780,3,1044871057
304,11780,4,929868738
312,11780,3,1043177216
314,11780,3,834398442
323,11780,3,1422640471
368,11780,3,971274866
404,11780,3,838376027
411,11780,4,835532370
414,11780,5,961512525
427,11780,3,1053068904
429,11780,4,828124616
437,11780,3,859721432
446,11780,4,843839401
455,11780,3,836436222
482,11780,1,1105396051
489,11780,3,1332774582
512,11780,5,841449579
524,11780,5,851608839
566,11780,4,849006044
600,11780,3,1237742676
602,11780,4,840875876
604,11780,3,832080071
1,1775,5,964984100
135,1775,2,1009692345
181,1775,2,845470963
217,1775,2,955944976
294,1775,3,966596297
307,1775,2,1186087548
372,1775,3,874416773
391,1775,3,1031030792
414,1775,4,961512629
599,1775,1,1519259638
606,1775,4,1171234688
1,8068,5,964983650
6,8068,3,845553907
18,8068,4,1455748933
34,8068,3,1162050915
38,8068,1,841341715
40,8068,5,832059474
42,8068,3,996219086
64,8068,3,1161529382
68,8068,4,1158533641
82,8068,4,1084521290
91,8068,5,1112712601
99,8068,5,829828005
102,8068,3,835877307
109,8068,3,841108799
121,8068,4,847656374
132,8068,2,1157919918
134,8068,3,832841704
136,8068,1,832449637
140,8068,3,967048969
144,8068,4,1137324180
147,8068,4,1203267696
171,8068,5,866905308
181,8068,2,845470046
182,8068,3,1054782168
194,8068,3,1110316653
238,8068,4,1007931897
239,8068,4,1221866504
244,8068,3,975091915
246,8068,4,1353864552
256,8068,4,1447000076
263,8068,4,941591735
274,8068,3,1197015385
298,8068,2,1479057529
305,8068,5,1460304958
313,8068,3,1030556499
314,8068,3,834398622
335,8068,4,1261541255
336,8068,5,1120567987
353,8068,3,831939991
368,8068,3,971275949
372,8068,3,874416773
373,8068,1,846830333
380,8068,5,1493420576
386,8068,4,842613831
387,8068,4,1094938524
414,8068,4,961514335
428,8068,3,1111487458
431,8068,3,1267051787
434,8068,3,1270602276
435,8068,3,1366675838
448,8068,3,1074420419
452,8068,4,1013394759
453,8068,4,1005968155
480,8068,3,1179178853
486,8068,4,839537334
493,8068,4,1001562930
541,8068,2,835643373
560,8068,3,1469654276
573,8068,5,1186589409
588,8068,3,839317316
590,8068,3,1266472591
592,8068,5,837350419
599,8068,3,1498501671
602,8068,3,840876620
603,8068,5,954482505
608,8068,3,1117162121
1,11017,5,964981208
6,11017,4,845554099
19,11017,2,965707746
22,11017,4,1268726081
40,11017,1,832059493
45,11017,5,950724820
58,11017,3,847719308
68,11017,3,1261623484
103,11017,4,1431957990
109,11017,2,841108967
136,11017,5,832449683
151,11017,4,855948920
169,11017,3,1059427285
177,11017,2,1435534883
217,11017,1,955944662
226,11017,5,1095663306
240,11017,5,849122831
274,11017,3,1171785593
280,11017,3,1348532978
284,11017,4,832786827
298,11017,3,1449757372
307,11017,4,1186086542
310,11017,2,1078649290
353,11017,3,831940012
356,11017,3,1228072586
365,11017,3,1489796972
369,11017,3,1237081593
373,11017,3,846830457
380,11017,3,1494035850
411,11017,3,835532839
414,11017,3,961439379
428,11017,3,1111623970
435,11017,5,1366675921
438,11017,3,1106189341
448,11017,3,1034506007
474,11017,1,1072654034
477,11017,4,1200946408
484,11017,4,1342298038
495,11017,4,1458636085
498,11017,5,839197392
500,11017,4,1005527406
510,11017,3,1141159400
555,11017,3,978747041
561,11017,2,1491094342
583,11017,4,1481474353
590,11017,2,1258422557
599,11017,2,1498516455
600,11017,3,1237715516
608,11017,2,1117504726
1,2292,3,964980985
9,2292,4,1044656650
18,2292,4,1455617470
19,2292,3,965705917
33,2292,4,939648134
38,2292,5,841341650
40,2292,5,832059371
42,2292,5,996218735
45,2292,5,1007995016
58,2292,3,847719088
64,2292,3,1161521597
66,2292,3,1093747608
68,2292,1,1158531005
84,2292,5,857653693
88,2292,4,1331421399
91,2292,3,1112711488
100,2292,3,1100185924
101,2292,4,968440895
102,2292,5,835877270
109,2292,3,841108665
112,2292,1,1513989951
125,2292,5,1474295267
133,2292,3,843491446
135,2292,5,1009691897
144,2292,4,1136811763
156,2292,4,946799354
167,2292,5,1154721696
177,2292,2,1435533774
182,2292,4,1054784091
185,2292,4,1044311144
187,2292,4,1161849704
191,2292,5,829760897
199,2292,3,944513494
