user_id,animation,adventure,family,comedy,fantasy,romance,drama,action,crime,thriller,horror,history,science_fiction,mystery,war,music,documentary,western,tv_movie
11,3.6069868995633188,3.5619047619047619,3.3600000000000000,3.5774647887323944,4.3618421052631579,2.0000000000000000,5.0000000000000000,5.0000000000000000,4.5238095238095238,4.5000000000000000,3.4838709677419355,3.6193548387096774,4.4285714285714286,3.0000000000000000,,,,,
12,3.7058823529411765,4.0000000000000000,3.0000000000000000,4.1346153846153846,3.0000000000000000,4.3027522935779817,3.6666666666666667,3.8275862068965517,5.0000000000000000,4.0000000000000000,4.3252032520325203,3.0000000000000000,5.0000000000000000,4.0000000000000000,,,,,
13,4.1538461538461538,4.1063829787234043,3.3478260869565217,3.8000000000000000,3.7014925373134328,3.0000000000000000,3.4615384615384615,3.6296296296296296,4.0000000000000000,4.3750000000000000,3.5757575757575758,4.2142857142857143,3.7600000000000000,3.6666666666666667,4.0000000000000000,,,,
14,3.5510204081632653,3.3673469387755102,2.6962025316455696,2.9019607843137255,3.6791044776119403,3.0000000000000000,1.6470588235294118,3.7727272727272727,4.0000000000000000,4.0000000000000000,3.6470588235294118,3.6081081081081081,3.4545454545454545,3.6851851851851852,4.3333333333333333,4.2857142857142857,,,
15,3.2359154929577465,3.1838235294117647,2.7130434782608696,3.0758620689655172,3.4523809523809524,3.5720000000000000,2.6718750000000000,2.6403508771929825,3.6000000000000000,3.8888888888888889,3.3714285714285714,3.8571428571428571,3.4932885906040268,3.4018691588785047,3.7619047619047619,1.00000000000000000000,,,
16,3.2894736842105263,3.3663366336633663,3.8103448275862069,3.5702479338842975,3.5772357723577236,4.0000000000000000,3.4457364341085271,3.8679245283018868,3.4743589743589744,2.9545454545454545,3.4761904761904762,3.3529411764705882,3.2291666666666667,3.4931506849315068,3.5909090909090909,3.4634146341463415,3.0000000000000000,,
17,4.0548780487804878,4.0758620689655172,4.1666666666666667,3.8863636363636364,3.9921875000000000,3.0000000000000000,3.8812260536398467,3.9814814814814815,4.0243902439024390,3.8333333333333333,4.0000000000000000,3.3529411764705882,3.7804878048780488,3.5555555555555556,4.1473684210526316,3.8721804511278195,4.0000000000000000,4.0869565217391304,
18,3.3510520487264673,3.3517520215633423,3.5100671140939597,3.1762820512820513,3.5855263157894737,3.5000000000000000,3.6896162528216704,3.2533936651583710,3.3666666666666667,3.8392857142857143,3.5800000000000000,3.5641025641025641,3.6500000000000000,3.3937500000000000,3.4042553191489362,3.4725274725274725,3.0000000000000000,3.5081967213114754,4.0000000000000000
19,2.6871657754010695,2.7901554404145078,3.0493273542600897,2.6652334152334152,2.7796208530805687,2.6796368352788586,2.7305699481865285,2.9705304518664047,3.3684210526315789,2.2290748898678414,2.7916666666666667,2.6755952380952381,2.6736111111111111,2.6542324246771879,2.5812807881773399,3.1304347826086957,2.5652173913043478,,
20,2.6013071895424837,3.1412300683371298,4.0228013029315961,3.4741035856573705,3.1600000000000000,3.8333333333333333,3.4314285714285714,3.8104448742746615,3.6271186440677966,3.4166666666666667,3.0000000000000000,3.9532710280373832,2.7227722772277228,3.8061224489795918,2.9787234042553191,2.6446700507614213,3.4444444444444444,2.2777777777777778,
21,3.2165668662674651,3.3713033953997809,3.0080645161290323,3.0252100840336134,2.8515901060070671,2.8897435897435897,3.0291545189504373,2.8647214854111406,3.0000000000000000,1.5135135135135135,3.3333333333333333,2.8333333333333333,3.0733590733590734,3.2208588957055215,3.2145593869731801,1.00000000000000000000,3.0000000000000000,3.2857142857142857,
22,2.4696969696969697,2.0503597122302158,2.5384615384615385,2.1666666666666667,2.5983606557377049,1.2000000000000000,2.3204419889502762,2.5185185185185185,1.5871559633027523,1.6818181818181818,3.2105263157894737,2.1000000000000000,2.2698412698412698,2.0566037735849057,2.0454545454545455,2.6387096774193548,1.4761904761904762,,
23,3.3300000000000000,3.2941176470588235,3.5625000000000000,3.2777777777777778,3.5194805194805195,3.0000000000000000,3.4946996466431095,3.5454545454545455,3.5192307692307692,3.3928571428571429,4.4000000000000000,4.0000000000000000,3.6666666666666667,2.9729729729729730,3.8333333333333333,3.6065573770491803,3.6956521739130435,3.3333333333333333,
24,3.3916083916083916,3.4411764705882353,4.0000000000000000,3.3925233644859813,3.6635514018691589,3.5406504065040650,3.7000000000000000,3.5714285714285714,4.0000000000000000,3.3529411764705882,3.3750000000000000,3.3404255319148936,3.3502824858757062,3.4095238095238095,3.4493670886075949,3.5769230769230769,3.0000000000000000,,
25,4.8470588235294118,4.8115942028985507,4.7692307692307692,4.5000000000000000,5.0000000000000000,4.7884615384615385,4.8125000000000000,4.8095238095238095,5.0000000000000000,4.0000000000000000,4.6511627906976744,4.7600000000000000,5.0000000000000000,,,,,,
26,3.0545454545454545,2.3333333333333333,3.0000000000000000,3.4615384615384615,3.2857142857142857,3.0000000000000000,3.3125000000000000,3.0000000000000000,4.0000000000000000,3.4782608695652174,3.0000000000000000,2.0000000000000000,3.3857142857142857,,,,,,
27,3.5424836601307190,3.6698412698412698,3.4454545454545455,3.3976377952755906,4.0000000000000000,3.8272727272727273,3.5458333333333333,3.4259259259259259,4.2500000000000000,2.0000000000000000,3.9166666666666667,3.5217391304347826,4.0865384615384615,3.3604651162790698,2.9152542372881356,3.5000000000000000,3.9230769230769231,,
28,2.8419782870928830,2.8311444652908068,3.0909090909090909,2.5012406947890819,2.6721581548599671,2.0000000000000000,2.7492378048780488,2.7796610169491525,2.6594594594594595,2.7784090909090909,2.3297872340425532,2.9687500000000000,2.7682403433476395,2.6857142857142857,2.9864603481624758,2.6864608076009501,2.2857142857142857,3.0121212121212121,3.1285714285714286
29,3.5051546391752577,3.9659090909090909,3.0000000000000000,3.3829787234042553,3.6081081081081081,4.0000000000000000,4.0691244239631336,3.7083333333333333,4.2857142857142857,4.2424242424242424,4.0000000000000000,2.6666666666666667,4.2272727272727273,3.9565217391304348,3.9113924050632911,3.6880733944954128,4.2051282051282051,4.2187500000000000,
30,4.7202797202797203,4.8785046728971963,4.6250000000000000,4.6896551724137931,5.0000000000000000,5.0000000000000000,4.6250000000000000,4.8148148148148148,5.0000000000000000,4.5308641975308642,3.8108108108108108,5.0000000000000000,,,,,,,
31,4.2533333333333333,4.3580246913580247,3.9655172413793103,3.7967479674796748,5.0000000000000000,5.0000000000000000,3.6708860759493671,4.3921568627450980,3.7500000000000000,3.0000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,3.7307692307692308,3.7884615384615385,4.3653846153846154,5.0000000000000000,,
32,3.5447761194029851,3.6363636363636364,3.0000000000000000,3.7333333333333333,3.9285714285714286,4.0000000000000000,3.9152542372881356,3.6341463414634146,3.5222222222222222,4.0666666666666667,3.2727272727272727,3.0000000000000000,3.2333333333333333,3.6666666666666667,3.4084507042253521,3.7132352941176471,3.4000000000000000,3.0000000000000000,
33,3.8875000000000000,3.7910447761194030,3.9090909090909091,3.6444444444444444,3.7586206896551724,3.8531317494600432,3.7659574468085106,3.3548387096774194,3.6825396825396825,5.0000000000000000,3.8571428571428571,3.4666666666666667,3.8429752066115702,4.1250000000000000,3.7692307692307692,4.2187500000000000,,,
34,3.6000000000000000,3.5163043478260870,3.7241379310344828,2.7908496732026144,3.5616438356164384,2.0000000000000000,2.7280701754385965,2.4545454545454545,3.4651162790697674,1.0666666666666667,3.0357142857142857,3.2413793103448276,2.6842105263157895,3.0865384615384615,3.5503875968992248,0.46153846153846153846,4.0000000000000000,,
35,4.0625000000000000,3.6666666666666667,3.0000000000000000,3.8679245283018868,5.0000000000000000,4.1830985915492958,4.4285714285714286,4.0714285714285714,4.3333333333333333,5.0000000000000000,5.0000000000000000,3.6727272727272727,3.0000000000000000,5.0000000000000000,2.0000000000000000,3.3636363636363636,,,
36,2.3250000000000000,2.6065573770491803,2.1346153846153846,2.4320987654320988,2.3921568627450980,1.6153846153846154,1.4444444444444444,2.6470588235294118,3.0000000000000000,4.0000000000000000,2.4857142857142857,1.9111111111111111,2.5238095238095238,2.4361702127659574,2.5500000000000000,,,,
37,3.6086956521739130,3.7500000000000000,3.0000000000000000,4.6000000000000000,4.3703703703703704,4.3333333333333333,3.5454545454545455,3.2727272727272727,5.0000000000000000,5.0000000000000000,3.0000000000000000,5.0000000000000000,4.0000000000000000,4.2857142857142857,4.0869565217391304,4.0000000000000000,,,
38,3.1043478260869565,2.9666666666666667,3.1851851851851852,3.2000000000000000,3.0847457627118644,5.0000000000000000,3.3690987124463519,2.9861111111111111,2.9516129032258065,4.5312500000000000,2.0000000000000000,3.0000000000000000,4.0000000000000000,3.0143884892086331,2.3030303030303030,3.2921348314606742,3.7941176470588235,2.9090909090909091,
39,4.0819672131147541,3.9130434782608696,3.2926829268292683,4.1121495327102804,4.2792792792792793,4.2576687116564417,3.1937984496124031,3.7216494845360825,4.0000000000000000,4.4905660377358491,3.6111111111111111,3.8048780487804878,4.0250000000000000,4.1441441441441441,4.2281879194630872,4.0000000000000000,,,
40,3.3565217391304348,3.3504273504273504,3.6279069767441860,3.5970149253731343,4.1384615384615385,4.0979591836734694,3.6833333333333333,3.6923076923076923,4.4838709677419355,1.7500000000000000,4.3333333333333333,4.4062500000000000,3.4915254237288136,3.1272727272727273,3.7682926829268293,4.0000000000000000,3.7777777777777778,,
41,2.2298850574712644,2.4934210526315789,3.5593220338983051,3.2967581047381546,3.5357142857142857,1.6000000000000000,3.3109375000000000,3.2857142857142857,2.7435897435897436,2.9230769230769231,3.0714285714285714,2.9285714285714286,3.1979166666666667,3.1901408450704225,2.1052631578947368,3.1491935483870968,2.7592592592592593,4.0000000000000000,
42,3.4495114006514658,3.6125907990314770,4.0357142857142857,3.4632352941176471,3.7750000000000000,4.0000000000000000,3.8498817966903073,3.2160000000000000,3.4901960784313725,3.9666666666666667,3.0740740740740741,3.2807017543859649,3.6571428571428571,3.7077625570776256,3.2926829268292683,3.6572934973637961,3.6976744186046512,4.0163934426229508,
43,4.4736842105263158,4.7500000000000000,5.0000000000000000,4.5973451327433628,4.1666666666666667,4.3990610328638498,4.9037433155080214,4.8702290076335878,3.6250000000000000,4.5384615384615385,4.5000000000000000,4.1515151515151515,4.6850393700787402,4.6233766233766234,4.3671875000000000,3.4545454545454545,4.0000000000000000,,
44,3.5454545454545455,3.2000000000000000,2.7391304347826087,3.2786885245901639,4.1176470588235294,3.7419354838709677,2.2941176470588235,2.0000000000000000,2.0909090909090909,3.0000000000000000,2.0000000000000000,3.6000000000000000,3.1864406779661017,3.5147058823529412,,,,,
45,4.0345489443378119,3.9692307692307692,4.4110429447852761,3.7091633466135458,4.1985018726591760,4.0000000000000000,4.0410094637223975,3.7038043478260870,3.8839590443686007,4.4583333333333333,4.0246913580246914,3.8421052631578947,3.9103448275862069,3.8542274052478134,3.7171717171717172,4.0584269662921348,4.3777777777777778,4.0000000000000000,
46,3.8279569892473118,4.2156862745098039,5.0000000000000000,3.6346153846153846,4.0425531914893617,4.1359223300970874,4.5555555555555556,4.1515151515151515,4.0909090909090909,4.5000000000000000,3.9545454545454545,4.3947368421052632,3.9736842105263158,3.9662921348314607,4.4117647058823529,4.2941176470588235,,,
47,2.5135135135135135,2.5319148936170213,2.1925133689839572,2.8958333333333333,3.2500000000000000,2.8511530398322851,2.5555555555555556,2.5555555555555556,3.2777777777777778,1.7500000000000000,3.1842105263157895,2.3962264150943396,2.7034482758620690,2.6976744186046512,2.5765765765765766,3.4166666666666667,1.9285714285714286,,
48,3.7457627118644068,3.6352941176470588,4.2727272727272727,4.0689655172413793,4.0000000000000000,3.5000000000000000,4.2142857142857143,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,3.7272727272727273,3.8620689655172414,3.5000000000000000,,,,,
49,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,,,,
50,2.2073578595317726,2.1685393258426966,2.4018264840182648,2.4000000000000000,2.8992805755395683,2.6250000000000000,2.7643312101910828,2.1973094170403587,2.3417721518987342,2.7419354838709677,2.8974358974358974,2.4893617021276596,2.8977272727272727,2.7105263157894737,2.4301675977653631,2.5803571428571429,1.00000000000000000000,3.0000000000000000,3.0000000000000000
51,3.0825000000000000,3.0736543909348442,3.4285714285714286,3.6822033898305085,3.5650557620817844,5.0000000000000000,3.9019607843137255,3.3202247191011236,3.5082644628099174,4.1707317073170732,3.6311111111111111,3.0281690140845070,3.6044776119402985,3.8051118210862620,3.3947368421052632,3.5342105263157895,5.0000000000000000,3.6250000000000000,3.4222222222222222
52,4.3711656441717791,4.5306122448979592,4.4225352112676056,4.3867403314917127,4.5135135135135135,4.2142857142857143,4.3991769547325103,4.4225352112676056,4.3972602739726027,4.0384615384615385,4.2500000000000000,4.3170731707317073,4.3246753246753247,4.4608695652173913,4.4631578947368421,4.5312500000000000,4.1428571428571429,,
53,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,5.0000000000000000,,,,,,
54,2.8636363636363636,3.0000000000000000,3.0000000000000000,2.9090909090909091,3.1000000000000000,3.2098765432098765,2.8571428571428571,3.0000000000000000,3.0000000000000000,4.0000000000000000,3.0000000000000000,3.2000000000000000,3.0000000000000000,3.0937500000000000,3.0000000000000000,3.0000000000000000,,,
55,3.1666666666666667,1.6666666666666667,0.00000000000000000000,2.1111111111111111,3.3800000000000000,2.5714285714285714,0.90909090909090909091,1.8181818181818182,1.8181818181818182,4.0000000000000000,0.43478260869565217391,0.75000000000000000000,3.0476190476190476,1.8181818181818182,,,,,
56,3.6033057851239669,3.8000000000000000,5.0000000000000000,3.9305555555555556,3.8285714285714286,3.9462365591397849,4.0000000000000000,3.3529411764705882,4.0000000000000000,3.7058823529411765,4.0344827586206897,4.0000000000000000,3.5918367346938776,3.8165137614678899,4.0000000000000000,,,,
57,3.0913838120104439,3.2442196531791908,3.7953216374269006,3.4266055045871560,3.2808398950131234,4.0000000000000000,3.6118090452261307,3.3898916967509025,3.3310810810810811,3.8660714285714286,2.6410256410256410,3.5263157894736842,3.3915343915343915,3.4363143631436314,3.1133603238866397,3.2861586314152411,4.0148148148148148,3.5454545454545455,
58,3.8758620689655172,3.8191489361702128,4.3488372093023256,3.7566371681415929,4.0099009900990099,3.9892473118279570,3.9354838709677419,3.8452380952380952,4.7727272727272727,2.0000000000000000,3.9166666666666667,3.6666666666666667,4.1019108280254777,3.7017543859649123,3.9632352941176471,4.2608695652173913,3.3125000000000000,,
59,3.5760000000000000,3.7377049180327869,2.1666666666666667,3.6272727272727273,4.2615384615384615,4.5000000000000000,4.6402877697841727,3.1851851851851852,3.2820512820512821,4.5106382978723404,5.0000000000000000,4.7121212121212121,4.6455696202531646,3.9518072289156627,4.3858695652173913,4.6336633663366337,,,
60,3.6666666666666667,3.2380952380952381,3.5000000000000000,3.4000000000000000,4.1379310344827586,3.9480519480519481,3.4074074074074074,3.0000000000000000,4.4000000000000000,3.0000000000000000,3.0000000000000000,3.7500000000000000,4.2307692307692308,,,,,,
61,3.5636363636363636,3.1500000000000000,3.1851851851851852,4.1428571428571429,3.9120879120879121,3.7931034482758621,4.0000000000000000,3.7777777777777778,3.7777777777777778,4.0000000000000000,3.4883720930232558,3.9076923076923077,4.0000000000000000,4.3125000000000000,,,,,
62,3.7643908969210174,3.6700143472022956,3.1714285714285714,3.6414141414141414,4.2926829268292683,4.1216216216216216,3.5746268656716418,3.6706161137440758,4.0800000000000000,4.1538461538461538,3.6666666666666667,3.9595375722543353,3.6644736842105263,3.7323340471092077,4.0000000000000000,4.0000000000000000,4.1739130434782609,,
63,3.3566878980891720,3.3369565217391304,4.1464968152866242,3.4270833333333333,3.4831460674157303,4.2173913043478261,3.5185185185185185,3.9030612244897959,3.0693069306930693,2.9782608695652174,3.1250000000000000,4.1428571428571429,3.8131868131868132,3.2040816326530612,3.1142857142857143,3.4954407294832827,3.0517241379310345,4.0000000000000000,
64,3.3883495145631068,3.5277246653919694,3.6514285714285714,3.4543650793650794,3.5719696969696970,3.8148148148148148,3.7232704402515723,3.6322580645161290,3.4890109890109890,4.1000000000000000,3.5021097046413502,3.6621621621621622,3.2469635627530364,3.5330188679245283,3.1921824104234528,3.4132653061224490,3.0000000000000000,4.1481481481481481,3.5675675675675676
65,3.5964912280701754,3.6458333333333333,3.2727272727272727,3.8571428571428571,3.8715596330275229,3.4838709677419355,3.7727272727272727,4.0000000000000000,3.1176470588235294,3.8000000000000000,3.7000000000000000,3.7500000000000000,,,,,,,
66,3.6105990783410138,3.5734072022160665,3.9534883720930233,3.8237129485179407,3.7355623100303951,4.0840064620355412,3.5542168674698795,3.8160377358490566,4.1555555555555556,3.8131868131868132,3.6969696969696970,4.2260869565217391,3.9507575757575758,3.6000000000000000,3.7893333333333333,4.1914893617021277,4.4146341463414634,,
67,3.6391752577319588,3.3521126760563380,3.5925925925925926,3.9333333333333333,4.1923076923076923,3.9107142857142857,3.8387096774193548,2.9705882352941176,4.0000000000000000,3.0000000000000000,4.0000000000000000,3.7755102040816327,3.8205128205128205,4.0000000000000000,4.0000000000000000,,,,
68,3.1423709585933069,3.2116991643454039,3.0810810810810811,2.9173194081810270,2.8989667049368542,3.5526315789473684,2.9402644778841769,2.7741007194244604,2.9757575757575758,2.9085365853658537,2.5943396226415094,2.8145695364238411,2.7174447174447174,3.1036225779275484,2.9582441113490364,2.9774011299435028,3.2000000000000000,3.1333333333333333,3.0208333333333333
69,4.4000000000000000,4.3333333333333333,4.6428571428571429,4.5945945945945946,4.4175824175824176,5.0000000000000000,3.7272727272727273,4.3333333333333333,4.0000000000000000,4.3076923076923077,4.0784313725490196,4.0000000000000000,5.0000000000000000,,,,,,
70,4.5000000000000000,4.1666666666666667,4.0000000000000000,3.9878048780487805,3.7560975609756098,4.0000000000000000,4.1991525423728814,4.2857142857142857,4.0357142857142857,4.3928571428571429,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.3518518518518519,4.1612903225806452,2.6363636363636364,4.3000000000000000,4.0000000000000000,
71,3.8396226415094340,3.8625000000000000,5.0000000000000000,3.7857142857142857,1.4444444444444444,3.4285714285714286,3.8666666666666667,3.5925925925925926,4.0000000000000000,2.6363636363636364,3.3571428571428571,3.5223880597014925,3.5211267605633803,4.0000000000000000,,,,,
72,3.8604651162790698,3.8888888888888889,3.5714285714285714,3.8421052631578947,3.9152542372881356,3.0000000000000000,4.0000000000000000,4.0000000000000000,3.0000000000000000,3.5238095238095238,3.7777777777777778,3.9272727272727273,3.9322033898305085,4.0000000000000000,4.0000000000000000,,,,
73,4.0376712328767123,3.7883435582822086,3.1186440677966102,3.2774566473988439,4.1122448979591837,3.7901639344262295,3.2162162162162162,3.4166666666666667,3.5000000000000000,4.0833333333333333,3.0000000000000000,4.3392857142857143,3.2297297297297297,3.8653846153846154,4.1048387096774194,4.0000000000000000,4.6666666666666667,4.4545454545454545,
74,4.0638297872340426,4.2222222222222222,4.3739130434782609,4.3356164383561644,5.0000000000000000,4.1808510638297872,2.3333333333333333,4.0000000000000000,4.0377358490566038,3.4693877551020408,3.0000000000000000,4.1777777777777778,3.9357798165137615,3.8275862068965517,4.1588235294117647,4.2105263157894737,4.0000000000000000,,
75,2.9613259668508287,3.1721854304635762,4.1481481481481481,3.0714285714285714,2.4222222222222222,2.8144329896907216,3.4814814814814815,3.5600000000000000,2.4444444444444444,3.6000000000000000,2.4821428571428571,2.7380952380952381,2.7304964539007092,2.9112903225806452,2.2105263157894737,4.4285714285714286,,,
76,3.0076923076923077,2.4748201438848921,0.09433962264150943396,2.3076923076923077,3.4817518248175182,3.0000000000000000,3.0416666666666667,0.65934065934065934066,1.4767441860465116,3.0500000000000000,3.6862745098039216,2.3333333333333333,3.1639344262295082,0.41176470588235294118,3.0330578512396694,3.4370370370370370,3.2941176470588235,2.1904761904761905,
77,4.4000000000000000,4.6847826086956522,5.0000000000000000,2.4545454545454545,3.4210526315789474,3.3518518518518519,5.0000000000000000,4.3478260869565217,2.0000000000000000,3.0000000000000000,4.1086956521739130,2.6428571428571429,,,,,,,
78,3.2903225806451613,2.9722222222222222,2.1818181818181818,3.0873015873015873,3.5483870967741935,2.6481481481481481,2.9523809523809524,3.5000000000000000,4.0000000000000000,2.0909090909090909,3.0625000000000000,2.5454545454545455,2.8571428571428571,2.9827586206896552,3.0000000000000000,2.0000000000000000,,,
79,4.1707317073170732,4.3000000000000000,4.1384615384615385,4.3478260869565217,4.6666666666666667,3.9891304347826087,4.0000000000000000,4.3076923076923077,3.8571428571428571,4.2000000000000000,4.6428571428571429,4.2727272727272727,4.0476190476190476,4.4000000000000000,4.1272727272727273,3.8800000000000000,,,
80,4.0953846153846154,4.0184049079754601,4.0000000000000000,3.7272727272727273,4.2981366459627329,4.2508710801393728,4.0000000000000000,4.1785714285714286,3.8947368421052632,4.0431654676258993,4.3200000000000000,4.0357142857142857,3.9583333333333333,4.1306209850107066,3.9047619047619048,,,,
81,2.9583333333333333,2.6500000000000000,2.0000000000000000,1.2500000000000000,2.7000000000000000,2.8571428571428571,2.0000000000000000,2.2173913043478261,3.0000000000000000,2.8823529411764706,1.6666666666666667,3.7878787878787879,3.2333333333333333,3.0000000000000000,,,,,
82,3.3488372093023256,3.2673796791443850,2.7727272727272727,3.1306818181818182,3.2185185185185185,3.0000000000000000,2.7601809954751131,2.3913043478260870,2.9044943820224719,3.6538461538461538,2.8913043478260870,3.0000000000000000,2.6428571428571429,3.0833333333333333,3.3419913419913420,3.2215568862275449,3.5862068965517241,3.4285714285714286,
83,2.4946236559139785,2.8260869565217391,2.9782608695652174,2.7863247863247863,2.6666666666666667,2.0000000000000000,3.4226804123711340,2.3958333333333333,2.8712871287128713,3.5714285714285714,2.0487804878048780,4.0000000000000000,2.6382978723404255,3.6486486486486486,3.0091743119266055,2.7777777777777778,3.1320754716981132,0.00000000000000000000,
84,3.5192307692307692,3.6074074074074074,3.0000000000000000,3.5539033457249071,3.6898148148148148,3.6363636363636364,3.9174193548387097,3.2611940298507463,3.4434782608695652,4.3116883116883117,3.5869565217391304,3.5657894736842105,3.6521739130434783,3.7183098591549296,3.3541666666666667,3.6486486486486486,4.1666666666666667,3.8214285714285714,
85,3.0000000000000000,3.3448275862068966,3.2500000000000000,3.8055555555555556,5.0000000000000000,3.2857142857142857,4.2631578947368421,4.0000000000000000,3.1739130434782609,3.6315789473684211,2.0000000000000000,2.3750000000000000,4.5454545454545455,,,,,,
86,3.7218934911242604,3.6390532544378698,3.8750000000000000,3.8955223880597015,3.7368421052631579,3.6645161290322581,3.8870967741935484,3.8681318681318681,3.0000000000000000,4.0000000000000000,3.7301587301587302,3.7111111111111111,3.9594594594594595,2.5384615384615385,4.0000000000000000,,,,
87,2.6666666666666667,3.2800000000000000,4.3333333333333333,3.9285714285714286,4.0000000000000000,3.7352941176470588,4.0000000000000000,3.8913043478260870,3.0000000000000000,4.0000000000000000,4.0666666666666667,3.4117647058823529,3.2500000000000000,2.0000000000000000,,,,,
88,3.9680851063829787,3.8723404255319149,0.00000000000000000000,3.5106382978723404,4.2151898734177215,3.9880239520958084,1.2000000000000000,4.4250000000000000,4.0000000000000000,3.6875000000000000,4.0000000000000000,3.6170212765957447,4.0000000000000000,3.4545454545454545,3.9532710280373832,4.2500000000000000,3.0000000000000000,,
89,2.8310810810810811,3.0125786163522013,3.5147058823529412,2.7845417236662107,2.4591194968553459,4.0000000000000000,2.5423728813559322,3.3378746594005450,2.8586956521739130,4.0000000000000000,4.0434782608695652,2.5074626865671642,3.6315789473684211,2.3517060367454068,2.6631578947368421,3.1864406779661017,3.8947368421052632,2.5769230769230769,4.0000000000000000
90,3.7826086956521739,3.7500000000000000,3.0000000000000000,3.9560439560439560,3.6153846153846154,4.3333333333333333,4.2649572649572650,3.5000000000000000,4.0000000000000000,4.2727272727272727,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.1095890410958904,4.0000000000000000,4.1250000000000000,4.0000000000000000,,
91,3.3652762119503946,3.3030303030303030,3.8072289156626506,2.8302300109529025,3.2620545073375262,3.1875000000000000,3.0658959537572254,3.0199203187250996,3.5978835978835979,3.3088235294117647,3.6884735202492212,2.6119402985074627,3.4063745019920319,2.5805369127516779,3.4490566037735849,3.3402187120291616,3.1752577319587629,3.1475409836065574,
