user_id,openness,agreeableness,emotional_stability,conscientiousness,extraversion
c0d05df54bcd2985bcd24c3bed2bfd71,5,4.5,5,4,3
f85537ffab5ed6070c16e0d3c5475a29,6.5,4,4.5,5,6
ca12127d5f1198713631a62145557cf5,6.5,5,5,7,3
298aaf1709b835aede4a4d176445c986,6,5,6,3,5.5
b94e3f9b71ee6dc3098eb2a5b01c21ee,4.5,5,6,6,1
0eae92629ffc0a7f8e3da331d6165c22,4.5,3,5,3.5,3.5
79e686209f702d41a8bbb321e093bf06,5,4.5,3,4.5,2.5
4d96607fb54831bf0c2eadf935949509,6,3.5,5.5,4.5,2.5
394fbaab64153b5b0db2344c7e1bc7b8,6,6,6.5,4.5,6
0abb6de2204f89752425ce67efcb8a45,5.5,4.5,4,4.5,4
8a06e1eb68189ccd352d8c64f09906b8,6.5,2.5,3,4.5,4
2f7b73a8590616814caadf1f5faf21c2,6.5,5.5,6,6,5
a3f6f847abb6082b391ce58b93a72892,7,3,6.5,6.5,2
6cb8b74bf49c9125022d672af1a18df6,6.5,3.5,4.5,3.5,5.5
748784f3d73e3646d2094242769ebd75,6.5,3.5,3.5,7,5.5
bf365c8d86810cb26e345d00b566dc85,5,2.5,6,6,2
2991b667daafb17933f40ff1147f592a,5.5,3.5,4,3.5,3
aa896478c00fac4050d39a232ed136d9,7,4.5,6.5,6,4.5
8089532820067141cdda1bef0e24fe6e,6.5,3.5,4.5,4.5,3.5
c11e293807ce2c2f67d577a50ad114eb,7,4,6.5,3,5
b6a98cdd574405de0a180be9e0eafe73,4,4.5,3.5,6,3
670f95d37827130426f3ff36ded5fc13,5,4.5,2.5,3.5,2
beaca1a921f1f14b352bf3fedb19b354,7,4,5.5,6,6
9fbafed65ef7f97b21f10c266d2c819f,6.5,3.5,4.5,6,4
a8628b669a0078a4ed4fbf82b6e047d7,5.5,4,5.5,4,1.5
41115f617c7fed70e319754f752f043d,6.5,6,6,4,4
e71887ed5a07922d41a0567ff8c79e12,6,5.5,5.5,6.5,2.5
a86bdc7d8a4a33649d3290133eb733ad,6,4,4.5,4,5.5
1526f4a779cc3723c955cddc3a353187,6.5,5,6,7,4.5
8cf9bfa3838cfc3f89f16e10a1ee59f4,4.5,4.5,6,3,3
b3ae1f573ab0da7ae549c58ca338a14f,6,4,3.5,6.5,1.5
6df3fb2cc02d06bf4e2c6135ad6da376,5,3.5,6.5,4.5,4.5
c6e04c6343a907c961108fef4a8199dd,5,3.5,3.5,3.5,4
45605c7a6be3394394827efa08a9799b,6.5,4.5,1,2.5,3
e585763cc728dbe4831d9da3a09b198f,3,5.5,4.5,4,5
7885b124d03dd6f6fb2a7ad04b752fe0,7,5,7,4.5,3
074ebec2822594b0edd299f4c537a795,7,4.5,5,4.5,7
7f60f800e807c63a865f302b2b76a156,5.5,5,5,5,4
4a2d7cb0d5db038f15697c3b99568b3a,4,6,5.5,4,2
f7ee86fd173f2330f87e9b7b8467e737,6.5,3.5,7,6,3.5
78e6499e97a0d63098287ab3e5a3d577,5.5,3,4.5,5.5,2.5
1c2e6d8d6e0cfb2b41b804da6887bdfd,6,4,3.5,4.5,3
600ec019e03ab20d98ba29e4119d2145,4.5,4.5,4,4,4
5f16b14e2d82c31755291f40e8b0ec73,5,4,6,6.5,2.5
5af58060b20eaf97e38ef38de5d023a2,4,4,4.5,4,4
832d86d3a05e2b4973c329471ee9d6c4,5.5,2,2,1.5,2.5
bf179c359f7f3a40ef7dc0cc7a96d916,4.5,6,5,6,3
3cb885f5bbba64cea284e9332bea1d41,6,1,3,7,3
dcc6eb2145ef8a8f576cb97b62e79359,3.5,5,4.5,5,4.5
c44856e84d0bf38ab29aac2e4ed37fb2,6.5,2.5,4.5,4,5.5
74fc5fd7972ee74838cf90c79e7468e3,4.5,4.5,6,7,2
dda27bce673baaf7c1f2d227d6c04f42,5.5,4,6,2.5,4
10cb5cdac57f0bdc611a9c515218cb3a,6,3.5,4.5,4.5,2
606c283f935f7934c965ca764a743959,5.5,3.5,5,5.5,4
3f77830c1b96c0ce003e248a069cf61d,6.5,4.5,2.5,5.5,4.5
b2ca52bdda6d8c8fd621d1afeda56d18,4,3.5,3.5,4,4
556696f7f504c83ddc53459509379d53,4.5,4,3.5,5,3
9959ffe4dedb8041d94c104e6e39b1cf,7,3,6.5,4,4.5
5574eba2387a0b2307f446ac87c2e2a3,5.5,3.5,6,5.5,3
8f9f2afd1bdec2bc0ac0711654610368,6,4.5,5.5,4,3.5
e2f13939d143d8921c77407f1faa36d6,5.5,3.5,6,4.5,2
03b6619900e1f5554bc066fe5be755ed,7,4,4.5,6.5,1.5
fa51c8a9ad4010eae58ef1345aa6a241,5.5,6.5,6,6,5
51deb51779d69d0947428ce7f65de264,4.5,5,3,7,1.5
ecc745900000136738f3bc574ae233c6,7,2.5,5,3.5,2.5
a016f499808cff7b7912ecea5fc3bd92,6,4,5,4,2.5
353ff77978efc9ba25632dc21d837bdb,6.5,4,6,4.5,4
1d3043a095d56bbba6a4fc9589edc6df,5,4.5,5.5,4,4.5
ee6e559a70c5b3b092fffc14e94fc89f,6,3.5,4.5,2.5,4.5
361ea6536a6f61563495650b55f70e8a,6,4.5,3,5.5,6
c37b3d7813f3e6642e47ed82c46fa8a8,5,4,3.5,4,1
25818c3dd647d4a78eebad93b2191c4d,5.5,3.5,2,3.5,1.5
cd1a74f9c820092953698e2776307427,6,3.5,4,3,3.5
d9924c1cad7cfaaf0143c73323ecf75a,6.5,4,6,4.5,3.5
fcdd8aebd0b45961e07b82a64994f9cb,5.5,4,5.5,3.5,5.5
2d5091f46b227e53ec876e460c7fd31f,7,6,6,4.5,3
a66e7f83b26de15fef7b721f75affee6,6.5,3.5,2,3,3.5
4f9172efcb81db834498674dc3e03570,7,2.5,6,5.5,5
4d3868d25a632ec1f26b9bd2d9bc5678,6.5,3.5,4,6.5,6
5fe6685734bc25fd5d7796414305cacc,4,2,3.5,3,2
0a15cfbb832dad71e3dff5a54f6f6744,6.5,3.5,7,6,2
0f741cad145cb26ecb0105b3525e1ecf,5.5,5.5,3,4.5,2
20713248bf5a8181bc2feeb0ffbf9ee2,6,4,3.5,5,1.5
1beb192fcbfba3b6afa17b00ae68605a,4,4.5,5.5,5.5,6
8e6ac49cfc652f613945d0122864a0bc,6,3,6.5,7,2
bc594620812a29d7c814ee128bb12427,5.5,4,6.5,2.5,3.5
f1b4c71d4f779ba63ff8e6079e0f956b,5,4,5,5,3
638167696ccf09b6cac03aff39ac381a,3.5,3,3,5.5,2
86909896cc043504051d9aa5b062e65f,4.5,6,4.5,5,5
92db41588fb6acb7b8056401602ed159,5.5,1,5.5,7,1
9c337bc9a8eae89122bbe726840f9d56,3,4.5,4,6,1.5
0867d54431f3ab8832122430352b1c5d,5,3.5,3,4.5,2
303cf2ce8a2b17c753a8d3be988e11fd,5,5.5,7,7,1.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
4638502dc978788ec9d44e64e43a6757,6,4.5,4.5,4.5,4.5
7f6196cb38a8743fc7b0074fb22fed51,4,6,6,5,4
20a4a75b95177dc14f6b9081dbd6e303,5,2.5,4,3,2.5
a5f33f1822d09635446a5c6b6c9fd2e4,5.5,3.5,4.5,5.5,2.5
18e37deb2d36f25d6c38800f94afab02,5.5,4,5,5,4.5
efd2126d7f53a77c39bfdd818a903e76,4.5,4.5,4,4,4.5
cd3006656ff803042fd9ac99a3f0f9f5,4.5,4,5.5,5,6
5793d3389ed374077fb52edf7f1b0c67,6,3.5,3.5,4.5,5.5
eac2e1281daa55e8303d234ad31b6fde,5,4,5,6,6.5
edfa9b859c9570eeaa11708eb867f59f,5.5,4,6.5,6,6.5
edf136ea4b8d6ea43f221d3ec0681d1b,5.5,5.5,6.5,2.5,2
52010b521656518e8aa3937301e08b43,4,3,6,3.5,3.5
2a07d165d2b0edb986114842d38c6d96,2.5,4.5,5,5.5,3
2d308fa640bc031d7c439d20619b6108,6,3,6,4,4
353d73a2d9c5ba0b21e4186d567502b3,5.5,5,4.5,3,2
10dae2db89bc660a12ae0a03ec03a28d,6,4.5,2,4.5,3.5
d378c1181977ffb28cf8e6b7f1c1e178,5,6,1.5,3,1.5
51486a050b36f396d461df563f9a8772,5.5,7,5.5,6,4
dd91994e50a6958da1684d70cbc38448,6.5,4.5,4,7,1.5
efa5986beae190da893c945cb20e0adb,6.5,4,5.5,5.5,3.5
786d18a26d4a6a97f97df8e7ac04a5c7,6.5,5,4.5,2,3.5
19812ede65f4926b814f3c21d78af3c7,5.5,3.5,6,2.5,4
badbb6d131b0db34852e5b7a6fea1ae6,7,3,2.5,4,1.5
704918231591527266cb521ba7b37255,7,3,6,5.5,3.5
d94778708f4215e6dd10b32e022df06b,5,5,6,6,5.5
543e04330448412fc8a2540c47fe023d,6,6,6,5.5,2
8f27982a6eaeba38c1c38b92e01ea2fd,6.5,3,5.5,4,4.5
6cf0999127f571d16808c058e5087443,6,2.5,3,4.5,2.5
e21b648e43e0de5c5381093191276c1a,3.5,4,3.5,6,1.5
a44eac2fba62477adfb8b519dc8ae3b7,7,3,7,2.5,4
6bb2e5d0393b5cafea63735ff0a14eca,6.5,5.5,3.5,5.5,2.5
c56613815b9f708eb9df7eb6afd42a49,6,3.5,4,3,2.5
c56613815b9f708eb9df7eb6afd42a49,6,3.5,4,3,2.5
d8a5ed118c07a72f44e920900a4288ec,5,5,5.5,5.5,2.5
662067cb7aa1cd665c05325bc6ae27e3,6,3.5,5.5,5.5,2
f3fcfc2d7f42ae5dccfd7652c7c8657e,6.5,5,3.5,5,4.5
b6526710ce105aa5e6a229bbb895cda7,5.5,3.5,6.5,6,2
b54372490fb6e3ccace51c0e3541db08,6,4.5,4,5,3
9f94b45bfa92d23e603e8f1028cd84d9,5,3,4.5,5,3.5
8667bb6dd8ba7f2c06228fc7ae5287fa,6,2.5,5.5,7,3.5
9aa6170f7b9b4a83e695a66bdf482727,4.5,6,5,5.5,2.5
486e25befec8173dae20c0dc83ad51cf,5,6,5.5,6.5,4
8a90d8a5aa3eb0be3da2c9b9cdae731c,6.5,1.5,3.5,4.5,1.5
4fae0695454a986d8328aadba1534575,7,3,5,6.5,3
d37f84871a66c3cdc56e168698eb4df3,5,4,4,3.5,2
7659442ea387e7ac749cfa103cd00e3e,5,5.5,5.5,3.5,1
406e524e5672daf6c95bd4a77b99aab1,5.5,5.5,5,5,4.5
381bf101484423aeae3cdec929ea7bc9,7,4,4,1,7
4bac3a1b102aa762bb7e0e6dba956848,6,2.5,4,3.5,4
90eb6bb64582f5f267d5878b13889e13,6.5,3.5,3,4.5,5.5
08614ffe83a9fd656e55a3b04ad63260,4,5,5.5,1.5,4.5
65d4d19da29991525bee31a46234c2f3,5.5,2,4.5,3,2.5
7f9708943d2b76715b1ea4c806eaa0ce,5,4.5,4,5,3
8dfc6bf83800d081dd4bcec2468d6b9e,6,5,4.5,3,3
060ba368aa0c89036bcd60d2eaf0821d,6.5,4.5,2.5,5,2
1ac24c5d40258d0fb475b6245f162f8d,5.5,5.5,4.5,4.5,1.5
8b9e61814ef647f8c5ae98e10850f06f,3.5,4.5,5,4.5,3
da8db4006fe6c67be94f8a614ad1f4c2,5.5,5,5.5,4,2.5
f9603f3aae08b94fe9ef7b63f0d43024,5.5,2.5,4.5,4,2.5
71682560577748eb0b869b6462112f37,5,5,6,6.5,3
54a8d9bafb14bbc34bd29bb43afd4f9a,5.5,4,4,7,4.5
03e2da2157f1a7784d4f832c99e445ca,4.5,1.5,1.5,1,1.5
c623f6851b15b4c186774ea9955589e5,4,3.5,3.5,2.5,2.5
65aeb1745e7cdf4642109a670b4d6458,6,3.5,7,4.5,4
6a053797512306a66c59b6cff357cc06,5.5,4,3,5.5,2
7ffab5e3c024846850f64eb201158056,3.5,4.5,3.5,5.5,1
58a83486a60dace4c8af7063547a49f4,5,5,4,4,2.5
4d39661a6f14a86294dcb3de363fd611,5.5,5,7,5,4
2eec4f7595ed7e12c5a3bc569201be75,7,4,5,5.5,2
64efa50b45006b598299b36668c8239b,6.5,5,3.5,3.5,5.5
dcb530d26152e6752fa160a814de746d,5,3.5,3,3,5
912e6694323e3ff866454a3dec7a3191,4.5,5,7,5,3.5
7eff941fb12dfce8f7ee4c2df3ba7c95,1.5,4.5,6,5.5,1.5
81c003cb981c02b9505b36fd24719f34,5.5,2.5,3,3,1.5
6e0a23b6ba9f545e9710e84d6abbbbb7,4.5,3.5,5,6,1
5062e82d9cba84189619eddeabf75b61,4,4,3.5,4.5,4
ad1eaec7f349e41a8294f4b37819abf4,6,1.5,3,6,3.5
1589809ad03d8e959aa877fcb4e2d409,4.5,4,4.5,5,5
4553b9eb63ff23c392c5387e59499443,5.5,4,3.5,5,3
38c6ad75bb8b9fc638c9b04125c17327,6,2,2.5,3,4
b72d1cea770268863d0d2d29a1bd5ec7,6,4,3,5,3
bbb86c7543b10351c5383686af32e343,7,1.5,2,6.5,1
5f026502b710cc151ee87ae8f87f4b5d,6,6,3,4,3.5
526ca835abe8d4fba1c3df064ce4ff4c,6,5,5,4,2
4ab3349d1049a8fb87c9251949ef151b,6,4,4.5,5,4
71ecdf86e2b14ada2f0818436eec5d08,6,3,5.5,6,3
0d3c66e7cfdb6eef3fbe49735a9a675d,3.5,5.5,4.5,6,2
22a90687d75b8a1c3c2728b509f6038c,5,3,4,5.5,4
232d2f22041afde422287a0028a76213,4,3,3.5,4,6
f75ca3a770eff0f9ec5cfe7f8958ee95,4,3.5,3.5,4,1.5
b859f082abcb36d7172ee75198a7153d,4,5,5.5,5,4
3bb6ac2a53ef5952c766c1a3ef4147cc,5.5,3.5,4,3.5,5
fc53446ee27f8ddd2950eb46f3a69d4c,4,3.5,2.5,6,2.5
a365eb5c2bc825c8bb833ff0bd3f17c7,5,2.5,5,5.5,3.5
327856e80e5b3d161fe06de77dae0a75,5,4.5,4.5,3,2
e46267204fe0da35710877834f57a3b4,5,3.5,3,4,3
69d76280e729549e9a473cb1311f66ff,6,4,2,1.5,1
7022dea54f1bec65ee4e538ffcd84a6a,3.5,3.5,3,4,3
a88b5a4e66f02d062ab7a48b7cd8c7df,7,5,6.5,7,5.5
c10b484c3f63a9e542c1f16c040c67e0,5.5,3.5,4,5.5,4.5
46129e09a0c43f1076de43940bdef444,6.5,3,5,3,3
2e3fd5ac66876b88871475e223e2a886,6,6.5,6,6,6
677e7b5a7940508fd61493b9c9c5e9c6,6,4,6.5,4.5,5
83408379248e8cd55567b94a256112dd,6,5.5,7,7,4.5
6ed2b68d81517c07df7021d48fac54e9,5,4,5,3.5,4.5
76687b29c04a6f0e657ae2577f742d4f,5,4.5,6.5,5,3
318b8b8173dbe08826361d569469d89e,4.5,5,5,4.5,4
3e1c3ef46aaa8b57458d2df424f99f1e,5,4,3,3.5,3
f3747b8108c7c49cacd81747b7069e7e,5,3.5,4.5,3.5,3
1b0ea76e8cbb57d3a8810be5c8d476f8,5,3,6,5.5,2
9272ed3b8dc619b4f9db9e77a99cc8f3,5.5,3,4.5,5,5
5235f99bc3f1b24867aa647d389e6e3f,4,1.5,2.5,6,1
8834c73dd9fafa87e3e0b78a539792af,4,5.5,4,6,4
2681d2f166d9d5351accab7ca1c6b00c,2,5,5,5.5,1
8ff1d39a31b8e5be6feb61e517b9b04f,5.5,4,7,4.5,2.5
574c857ea4e6df0d97f75df6a03510a5,4.5,3.5,5.5,5.5,3.5
17998bc86567f5b606e15df37749eb53,5,6.5,6.5,5.5,6
78e93072cfe874f20e5bf6ab7b815a7f,7,4,3.5,4.5,4.5
a4e5c4f5afe713f8e8dbd4796c974144,5,3.5,5,4,2
66a2cd97b33a8c7095a7e97311b1591e,4,7,4.5,5.5,2
0c0d338aed34e0b42e4d849ffc0e60b1,3.5,4,3,3,3.5
702c2cb4d90f4bcbeb00a993c4239046,5,4,4,5,4.5
658af870ba8eacc717950deb275fc837,6,5,5,4.5,2
cace7b4da14681eb626c2475e5bef741,6,6.5,3.5,4.5,2.5
22b161ed7c8e52a16a304bc847122353,6.5,4,7,6,4.5
e53fcf997ebedccd13b199bbee78592b,5,3.5,4.5,3,2.5
9ba0ccf0a69ae15c85d1b289baa4d494,5,6.5,4,4,2.5
9ba0ccf0a69ae15c85d1b289baa4d494,5,6.5,4,4,2.5
01aedde55cfaf3825b8f1e162fda5225,5.5,4,3,3,1.5
497b39a8683a53512c8def4efa0caf5a,4.5,2,4.5,4.5,1.5
1ae8bd98b2654b83aff78ab5ef9f48dd,3.5,4,5,3.5,2.5
02e224a227567e5bec151ae71b0b0d35,4,3,5.5,4,2
11be3af40931ff45392d64a291ddb9ef,5.5,3.5,4,5.5,4
8c4fe00448b5cf2833c438204ebfff8d,3.5,4,3,3.5,3
70c3300e28e636b10ac748f266ae813b,7,6.5,4.5,5.5,4
5e87e52483aa882b74bf8234b6d167cc,5,3.5,4.5,5.5,3.5
bf9cf1035e0fc5a1ea4fb2eddec7ee88,7,5,5.5,2.5,7
15fa8bb95dc74d072cca7f915f0a528c,4.5,6.5,6,6,2
d890f33e2b71506322bde37f3abafb71,6.5,2.5,5.5,4,2.5
bd93a6a6fd678f2b2b45e85b36cabfb1,5,3.5,6,5.5,2
f749053333e87cf73f500bc3fdfec450,6,6.5,6.5,6.5,4
93c69e53c4efd6eb44fbb7af48d19136,6.5,4,4.5,5,5.5
2e6437ea97d46ed8303864645acd79d2,6.5,4.5,6.5,4.5,6.5
a42e355e83b3c6d06464a082b7242bed,4,4,5,6,2
d5dd6d18c1290b53070495a62a8670ec,5.5,3.5,4.5,6,3
bce86158a455f637e99ef8a6cab948e1,6.5,3.5,2.5,4,5.5
f735a214472876a0c68cbb4647f4a6da,6.5,5,3.5,5,3.5
8b70d9f04a409b47114368b3a0f753c4,5.5,6.5,3.5,4.5,5.5
f7eacf6c01e85a6fa1da6ec7f86b4b37,5,3,3.5,4,2.5
653ce8c43deb43f929689aa192fd160e,5,4.5,4,6,5
2a99ca0d9a639ac1be967a3e941f2f74,7,4,2.5,3,7
bba645691bc7e0fd7367213da7bca95f,5,3.5,3,3,5
af5b26160c51d2185fef4e524b0c1a31,5,3.5,5,5,4
8fe3abb4d69e09eca5b7ee1eba8c3c28,4.5,2.5,1.5,5.5,2.5
45a7ade9f9db5470a11d877096404dc9,6,2.5,4.5,5,3.5
e1722ca7e910c77340502803541fc516,5.5,5,3,5,4
8de482e14a2ee5400c11ce8e7ead2ba1,6.5,3,5.5,5.5,3.5
56e06bea8cc11477eb0e5dd2b5804ee6,4,2.5,3.5,7,3
d0310993ced219c9d5f81c0e930d0b5c,7,6,5,6,3.5
391f02411f9fbf8564742db593cadf3f,3.5,6.5,6,7,2.5
fda31855437976e98a09cd75ca25d37c,5,3.5,5,3,4.5
405dffe332555028ed6b82f3a9845370,6,2.5,5.5,5,4.5
145404f0367d7fb26eb064b1e7a07685,5,4.5,3,5.5,2.5
06bd71884b7d8fb0e814aa016b6a6d9f,7,4.5,4.5,3,2
726975842d6b74479e036a88a7d8064a,5.5,3,2.5,4,4
dc62114f0f8277397ff03686faf02d9d,4.5,6,4.5,4.5,4.5
3e3b479076bd0aa885c44cda056f5c70,5,4,3,4,1.5
274c166f636bfe5b05d129f284ab3862,5,4.5,5,6.5,2.5
09cdd60b9872b88c8d7e8b655b348bb5,5,4,5,4.5,4.5
e646a41cf0fc231116f31d0a07140bf9,5.5,3.5,6.5,6.5,4.5
ceb9999feb045cc6449a0e4aa9ec9d0b,6.5,3,3.5,5.5,4
8a663d7af9fa71406b668901d1924ef3,6,5,5,6,3.5
e2db1205361289699738f96463e37971,4,6.5,5,4,5.5
80b864a34a629aed7c7a1242f9cbeca9,5,2,2.5,3.5,3
d8a9d52bc4a210e680b2ddcff4e2ec0c,5,5,4,3,4
13e6dc83483b272928d613cb69ed9e2a,5,3.5,5.5,6,4.5
0df997a88db577e0b3e38606858346e7,4,5,5,4,3.5
ec25b6b66b2e49b7e0bb3e74a23a65fa,6,4.5,3.5,6,4.5
8de3f511c82a1a152ff16a986c2884c3,4.5,5.5,6.5,7,3
cb4ef7257fae75736b689ba8591b7670,6,3.5,5.5,6,4.5
94db40b32bda57a7c1830184122cb005,5,3.5,4,3.5,1.5
930f629e8b7182f0a51582b15ba86160,5,3,4.5,6.5,2.5
92c50cf422ff3aa91114677c489b12f8,6.5,7,6.5,6,5.5
caa5b8067980402f57ca5d1e50399132,6.5,4.5,6.5,2.5,5.5
c06a8ef4fcb95e59d2206e77e5d062c3,5,3,4.5,3,3
d73dd34c556a0df3881b25bc4e42db99,2.5,3.5,2,2.5,2
d66762ee504e83149495a6eebf8c8959,5.5,4,5,4,3.5
48a52207c776c04f3419db9ab6a2cbd1,5.5,4,5.5,3.5,3
1ed84e41d1199bd80978e5472689de49,4.5,4,2,4,3.5
fc32d2ef26c4fcf6cbeb2cd222dd56c3,5,4,2,2.5,5.5
0f82403932a76192f2803e283e135bed,5,6,7,4.5,7
1a4926479ca0b4c42df6cefb89aa59d9,6,6,5.5,6,5.5
2a46cb7fac675410cd4457460a1630fc,6,3,6.5,2.5,1
49d2982c19ef8cae75f7aa3099285fb2,7,3.5,6,3,4
5dcd3690af8b3b9638777d62e72a73e6,5.5,3,1,2,5
fcae1da08cada2c0d65feadac557de3e,5.5,4.5,4,4,4
7bab2dffdde2dc0280f291194aec45b1,3.5,4,6,5.5,1
567a46b79c1c6dc848a1cfde7229d124,4,4.5,6.5,5,1.5
b1ffe66c21dd068ecda89ae83d0efabe,3.5,3,4.5,5,2
e42e43802f7d90867d9fc1d563dbf328,5.5,5,6.5,5.5,5.5
e2ff8ab4555623038de762dafe9fe2b2,7,4.5,6.5,5.5,6
581318c4039db9284d28dd41480c7d4c,6.5,3.5,5.5,7,4
44e7abdbd92f204d75325440946a72cc,4.5,5,4,4.5,4
72a7fde12307154e7c5125676c234a20,5.5,3,4.5,6.5,2.5
e9ba9fd6f504f157b6a92cd62a2ef4b7,5.5,5.5,4.5,3.5,3
1e0b304a9275e1e1579cceab9c476c55,4.5,6.5,7,3.5,1.5
a9c0a02a48e3206e3efa9572b9cbed74,6.5,4.5,6,4.5,5
c25c7d0ae64ce7f2175227eccac58fd6,7,3.5,7,6.5,4
2ff9b7f6e89fd7b705a0336d406c3fba,4.5,3,5,5.5,2.5
29d3fed099a51e11df36064a6465e4eb,4.5,5,6,6.5,2
5703de3548ff252d497ed77119eccccf,4.5,3.5,3.5,4,2.5
a916e5e0c713059b14efbc3553e554dd,6.5,6,5.5,4,1.5
55ba31691c676e6b33b4a3c284980490,7,5.5,3.5,4.5,2
ed188b310bfe08aa3fb39d496693d271,6,4.5,5.5,4,5
abb3365a8b5a8ed98497110974d21089,5,4,3,3,2
f9d5f3679105db1fc8099bfd9586c840,7,3,6,5,1.5
7784e2d523d6d241bca34c5d8a8d642f,5,3.5,4,3,5
258490600493aaf3463350984a0190a7,4.5,2,6,6.5,4
e6cd1317760d4e38601623203f521e86,6,3,6,6.5,2
8bc244a0172ec6c12b115c5c13362d75,4.5,4,4.5,6,3
120b3d64e4c26c0c457ea26dcc34727c,6.5,2,4,2,5
b682bcc838d091d6a17eceec700f865a,7,6,5.5,3.5,3
7d3df846fa66c49b6d626197d0bf22d5,6.5,5.5,6,5,5
1c6cdc08eaba89c25d00c6d96259043e,5.5,4.5,1.5,3,2
330def8b213289e93fcfb678fbb545e2,6.5,4,2.5,1.5,3.5
c9e8bde2288e032514915733c68e6d98,6.5,4.5,5.5,7,4.5
aa675e0f8ee4c6123a9a0a3fb1e493c5,5,4.5,6,3.5,3.5
af5504ddb7e6b50d723d24653229a3f4,7,4.5,5.5,4.5,2.5
eee07f9887fb266c41125d5d4c1c5130,6.5,3.5,3,4.5,4
4778df829e30680da321827deb05fd88,5,3.5,6.5,6,3.5
8785e1793c5b4c1937d2cf759fb43bc9,5.5,5,7,7,1
8f76b389b0bd71c8e2bc52e516287fc6,5,4.5,2.5,4,2
daedbccc0a0070174732f5b82fe02343,4.5,4,5,7,3
a1fedc8de294a95fcb8efcd83ec5854c,6.5,1.5,2,4.5,1.5
